Climate Zone,Cohort,Case,PeakHoursFound,Peak Demand (kW)
CZ07,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,1.8729
CZ07,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,1.9564
CZ07,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,2.1004
CZ07,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,2.6045
CZ07,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,1.8181
CZ07,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,1.7797
CZ07,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,1.7587
CZ07,SFm&1&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,1.758
CZ07,SFm&1&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,1.7391
CZ07,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,3.1489
CZ07,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,3.3508
CZ07,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,3.6974
CZ07,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,4.9264
CZ07,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,3.0167
CZ07,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,2.9235
CZ07,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,2.8717
CZ07,SFm&2&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,2.8702
CZ07,SFm&2&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,2.824
CZ07,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,3.1489
CZ07,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,3.352
CZ07,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,3.7018
CZ07,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,4.9264
CZ07,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,3.016
CZ07,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,2.9226
CZ07,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,2.8717
CZ07,SFm&2&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,2.8699
CZ07,SFm&2&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,2.824
CZ08,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,3.3028
CZ08,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,3.716
CZ08,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,4.4252
CZ08,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,6.9401
CZ08,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,3.0324
CZ08,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,2.8416
CZ08,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,2.7356
CZ08,SFm&1&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,2.7325
CZ08,SFm&1&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,2.6379
CZ08,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,3.3028
CZ08,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,3.7184
CZ08,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,4.4342
CZ08,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,6.9401
CZ08,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,3.0308
CZ08,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,2.8397
CZ08,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,2.7356
CZ08,SFm&1&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,2.7319
CZ08,SFm&1&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,2.6379
CZ08,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,6.5824
CZ08,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,7.5772
CZ08,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,9.2849
CZ08,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,15.3407
CZ08,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,5.9312
CZ08,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,5.4718
CZ08,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,5.2165
CZ08,SFm&2&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,5.2091
CZ08,SFm&2&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,4.9814
CZ08,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,6.5824
CZ08,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,7.5831
CZ08,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,9.3066
CZ08,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,15.3407
CZ08,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,5.9275
CZ08,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,5.4673
CZ08,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,5.2165
CZ08,SFm&2&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,5.2076
CZ08,SFm&2&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,4.9814
CZ09,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,4.0306
CZ09,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,4.6145
CZ09,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,5.6168
CZ09,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,9.1712
CZ09,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,3.6484
CZ09,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,3.3788
CZ09,SFm&1&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,3.2289
CZ09,SFm&1&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,3.2245
CZ09,SFm&1&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,3.0909
CZ09,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,4.0306
CZ09,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,4.6179
CZ09,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,5.6295
CZ09,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,9.1712
CZ09,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,3.6462
CZ09,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,3.3761
CZ09,SFm&1&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,3.2289
CZ09,SFm&1&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,3.2237
CZ09,SFm&1&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,3.0909
CZ09,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +15% RCA LSC R22 R410a rDXGF Base,15,8.1372
CZ09,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base,15,9.4976
CZ09,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +30% RCA LSC R22 R410a rDXGF Base,15,11.833
CZ09,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +40% RCA LSC R22 R410a rDXGF Base,15,20.1147
CZ09,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base,15,7.2466
CZ09,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE LSC R22 R410a rDXGF Base,15,6.6184
CZ09,SFm&2&rDXGF&Ex&dxAC_equip,LRM AOE R22 R410a rDXGF Measure,15,6.2692
CZ09,SFm&2&rDXGF&Ex&dxAC_equip,LRM NR LSC R454b rDXGF Base,15,6.259
CZ09,SFm&2&rDXGF&Ex&dxAC_equip,LRM NR R454b rDXGF Measure,15,5.9477
CZ09,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +15% RCA LSC R22 R410a rDXHP Base,15,8.1372
CZ09,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base,15,9.5056
CZ09,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +30% RCA LSC R22 R410a rDXHP Base,15,11.8626
CZ09,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +40% RCA LSC R22 R410a rDXHP Base,15,20.1147
CZ09,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base,15,7.2415
CZ09,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE LSC R22 R410a rDXHP Base,15,6.6122
CZ09,SFm&2&rDXHP&Ex&dxHP_equip,LRM AOE R22 R410a rDXHP Measure,15,6.2692
CZ09,SFm&2&rDXHP&Ex&dxHP_equip,LRM NR LSC R32 R454b rDXHP Base,15,6.257
CZ09,SFm&2&rDXHP&Ex&dxHP_equip,LRM NR R32 R454b rDXHP Measure,15,5.9477
