File Name,Net Site EUI (kWh/m2),Net Source EUI (kWh/m2),Total Energy/Net Site Energy (kWh),Total Energy/Net Source Energy (kWh)
CZ03/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,37376.71,11137.41,1288.96,1557.5,457.71,10338.53,0.0,436.21,0.0,0.0,0.0,0.0,12160.38,0.0,0.0,0.00,1288.96,11137.41,0.00,8268.27,2070.26
CZ03/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,37838.590000000004,11137.41,1750.84,1557.5,457.71,10338.53,0.0,436.21,0.0,0.0,0.0,0.0,12160.38,0.0,0.0,0.00,1750.84,11137.41,0.00,8268.27,2070.26
CZ03/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,39476.47,11137.41,3388.71,1557.5,457.71,10338.53,0.0,436.21,0.0,0.0,0.0,0.0,12160.38,0.0,0.0,0.00,3388.71,11137.41,0.00,8268.27,2070.26
CZ03/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,55339.39,21166.79,2081.56,1774.64,457.71,16701.91,0.0,1020.18,0.0,0.0,0.0,0.0,12136.59,0.0,0.0,0.00,2081.56,21166.79,0.00,13440.28,3261.63
CZ03/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,55135.880000000005,21166.79,1878.06,1774.64,457.71,16701.91,0.0,1020.18,0.0,0.0,0.0,0.0,12136.59,0.0,0.0,0.00,1878.06,21166.79,0.00,13440.28,3261.63
CZ03/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,55560.37,21166.79,2302.55,1774.64,457.71,16701.91,0.0,1020.18,0.0,0.0,0.0,0.0,12136.59,0.0,0.0,0.00,2302.55,21166.79,0.00,13440.28,3261.63
CZ03/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,55332.96000000001,21166.79,2075.14,1774.64,457.71,16701.91,0.0,1020.18,0.0,0.0,0.0,0.0,12136.59,0.0,0.0,0.00,2075.14,21166.79,0.00,13440.28,3261.63
CZ03/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,55958.0,21166.79,2700.18,1774.64,457.71,16701.91,0.0,1020.18,0.0,0.0,0.0,0.0,12136.59,0.0,0.0,0.00,2700.18,21166.79,0.00,13440.28,3261.63
CZ03/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,56521.630000000005,21166.79,3263.81,1774.64,457.71,16701.91,0.0,1020.18,0.0,0.0,0.0,0.0,12136.59,0.0,0.0,0.00,3263.81,21166.79,0.00,13440.28,3261.63
CZ03/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,57382.64,21166.79,4124.81,1774.64,457.71,16701.91,0.0,1020.18,0.0,0.0,0.0,0.0,12136.59,0.0,0.0,0.00,4124.81,21166.79,0.00,13440.28,3261.63
CZ03/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,58860.69,21166.79,5602.87,1774.64,457.71,16701.91,0.0,1020.18,0.0,0.0,0.0,0.0,12136.59,0.0,0.0,0.00,5602.87,21166.79,0.00,13440.28,3261.63
CZ03/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,64102.08,21166.79,10844.26,1774.64,457.71,16701.91,0.0,1020.18,0.0,0.0,0.0,0.0,12136.59,0.0,0.0,0.00,10844.26,21166.79,0.00,13440.28,3261.63
CZ04/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,33507.36,5925.44,2143.09,1557.5,457.71,10338.53,0.0,1029.57,0.0,0.0,0.0,0.0,12055.52,0.0,0.0,5925.44,2143.09,0.00,0.00,8268.27,2070.26
CZ04/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,32232.510000000002,4860.11,1933.57,1557.5,457.71,10338.53,0.0,1029.57,0.0,0.0,0.0,0.0,12055.52,0.0,0.0,4860.11,1933.57,0.00,0.00,8268.27,2070.26
CZ04/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,34686.07,6470.6,2776.65,1557.5,457.71,10338.53,0.0,1029.57,0.0,0.0,0.0,0.0,12055.52,0.0,0.0,6470.60,2776.65,0.00,0.00,8268.27,2070.26
CZ04/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,33944.17,6138.78,2366.56,1557.5,457.71,10338.53,0.0,1029.57,0.0,0.0,0.0,0.0,12055.52,0.0,0.0,6138.78,2366.56,0.00,0.00,8268.27,2070.26
CZ04/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,32603.71,5029.73,2135.16,1557.5,457.71,10338.53,0.0,1029.57,0.0,0.0,0.0,0.0,12055.52,0.0,0.0,5029.73,2135.16,0.00,0.00,8268.27,2070.26
CZ04/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,35644.98,6845.87,3360.28,1557.5,457.71,10338.53,0.0,1029.57,0.0,0.0,0.0,0.0,12055.52,0.0,0.0,6845.87,3360.28,0.00,0.00,8268.27,2070.26
CZ04/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,36964.51,7273.72,4251.95,1557.5,457.71,10338.53,0.0,1029.57,0.0,0.0,0.0,0.0,12055.52,0.0,0.0,7273.72,4251.95,0.00,0.00,8268.27,2070.26
CZ04/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,38997.31,7770.71,5787.77,1557.5,457.71,10338.53,0.0,1029.57,0.0,0.0,0.0,0.0,12055.52,0.0,0.0,7770.71,5787.77,0.00,0.00,8268.27,2070.26
CZ04/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,45160.18,8556.55,11164.8,1557.5,457.71,10338.53,0.0,1029.57,0.0,0.0,0.0,0.0,12055.52,0.0,0.0,8556.55,11164.80,0.00,0.00,8268.27,2070.26
CZ04/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,50013.12,11418.63,5391.39,1774.64,457.71,16701.91,0.0,2225.48,0.0,0.0,0.0,0.0,12043.34,0.0,0.0,11418.63,5391.39,0.00,0.00,13440.28,3261.63
CZ04/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,47407.67,9340.28,4864.3,1774.64,457.71,16701.91,0.0,2225.48,0.0,0.0,0.0,0.0,12043.34,0.0,0.0,9340.28,4864.30,0.00,0.00,13440.28,3261.63
CZ04/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,52670.51,12482.18,6985.23,1774.64,457.71,16701.91,0.0,2225.48,0.0,0.0,0.0,0.0,12043.34,0.0,0.0,12482.18,6985.23,0.00,0.00,13440.28,3261.63
CZ04/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,50991.5,11834.84,5953.57,1774.64,457.71,16701.91,0.0,2225.48,0.0,0.0,0.0,0.0,12043.34,0.0,0.0,11834.84,5953.57,0.00,0.00,13440.28,3261.63
CZ04/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,48245.700000000004,9671.18,5371.43,1774.64,457.71,16701.91,0.0,2225.48,0.0,0.0,0.0,0.0,12043.34,0.0,0.0,9671.18,5371.43,0.00,0.00,13440.28,3261.63
CZ04/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,54870.880000000005,13214.29,8453.49,1774.64,457.71,16701.91,0.0,2225.48,0.0,0.0,0.0,0.0,12043.34,0.0,0.0,13214.29,8453.49,0.00,0.00,13440.28,3261.63
CZ04/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,57948.78,14049.01,10696.68,1774.64,457.71,16701.91,0.0,2225.48,0.0,0.0,0.0,0.0,12043.34,0.0,0.0,14049.01,10696.68,0.00,0.00,13440.28,3261.63
CZ04/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,62782.020000000004,15018.57,14560.36,1774.64,457.71,16701.91,0.0,2225.48,0.0,0.0,0.0,0.0,12043.34,0.0,0.0,15018.57,14560.36,0.00,0.00,13440.28,3261.63
CZ04/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,77842.17,16551.67,28087.4,1774.64,457.71,16701.91,0.0,2225.48,0.0,0.0,0.0,0.0,12043.34,0.0,0.0,16551.67,28087.40,0.00,0.00,13440.28,3261.63
CZ04/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,41372.6,14050.62,2143.08,1557.5,457.71,10338.53,0.0,769.57,0.0,0.0,0.0,0.0,12055.59,0.0,0.0,0.00,2143.08,14050.62,0.00,8268.27,2070.26
CZ04/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,41163.08,14050.62,1933.56,1557.5,457.71,10338.53,0.0,769.57,0.0,0.0,0.0,0.0,12055.59,0.0,0.0,0.00,1933.56,14050.62,0.00,8268.27,2070.26
CZ04/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,41600.119999999995,14050.62,2370.59,1557.5,457.71,10338.53,0.0,769.57,0.0,0.0,0.0,0.0,12055.59,0.0,0.0,0.00,2370.59,14050.62,0.00,8268.27,2070.26
CZ04/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,41365.99,14050.62,2136.46,1557.5,457.71,10338.53,0.0,769.57,0.0,0.0,0.0,0.0,12055.59,0.0,0.0,0.00,2136.46,14050.62,0.00,8268.27,2070.26
CZ04/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,42009.5,14050.62,2779.97,1557.5,457.71,10338.53,0.0,769.57,0.0,0.0,0.0,0.0,12055.59,0.0,0.0,0.00,2779.97,14050.62,0.00,8268.27,2070.26
CZ04/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,42589.79,14050.62,3360.26,1557.5,457.71,10338.53,0.0,769.57,0.0,0.0,0.0,0.0,12055.59,0.0,0.0,0.00,3360.26,14050.62,0.00,8268.27,2070.26
CZ04/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,43476.229999999996,14050.62,4246.71,1557.5,457.71,10338.53,0.0,769.57,0.0,0.0,0.0,0.0,12055.59,0.0,0.0,0.00,4246.71,14050.62,0.00,8268.27,2070.26
CZ04/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,44997.97,14050.62,5768.44,1557.5,457.71,10338.53,0.0,769.57,0.0,0.0,0.0,0.0,12055.59,0.0,0.0,0.00,5768.44,14050.62,0.00,8268.27,2070.26
CZ04/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,50394.259999999995,14050.62,11164.73,1557.5,457.71,10338.53,0.0,769.57,0.0,0.0,0.0,0.0,12055.59,0.0,0.0,0.00,11164.73,14050.62,0.00,8268.27,2070.26
CZ04/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,65499.29,27403.08,5391.44,1774.64,457.71,16701.91,0.0,1726.99,0.0,0.0,0.0,0.0,12043.51,0.0,0.0,0.00,5391.44,27403.08,0.00,13440.28,3261.63
CZ04/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,64972.19,27403.08,4864.34,1774.64,457.71,16701.91,0.0,1726.99,0.0,0.0,0.0,0.0,12043.51,0.0,0.0,0.00,4864.34,27403.08,0.00,13440.28,3261.63
CZ04/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,66071.67,27403.08,5963.81,1774.64,457.71,16701.91,0.0,1726.99,0.0,0.0,0.0,0.0,12043.51,0.0,0.0,0.00,5963.81,27403.08,0.00,13440.28,3261.63
CZ04/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,65482.65,27403.08,5374.8,1774.64,457.71,16701.91,0.0,1726.99,0.0,0.0,0.0,0.0,12043.51,0.0,0.0,0.00,5374.80,27403.08,0.00,13440.28,3261.63
CZ04/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,67101.56,27403.08,6993.71,1774.64,457.71,16701.91,0.0,1726.99,0.0,0.0,0.0,0.0,12043.51,0.0,0.0,0.00,6993.71,27403.08,0.00,13440.28,3261.63
CZ04/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,68561.41,27403.08,8453.56,1774.64,457.71,16701.91,0.0,1726.99,0.0,0.0,0.0,0.0,12043.51,0.0,0.0,0.00,8453.56,27403.08,0.00,13440.28,3261.63
CZ04/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,70791.49,27403.08,10683.64,1774.64,457.71,16701.91,0.0,1726.99,0.0,0.0,0.0,0.0,12043.51,0.0,0.0,0.00,10683.64,27403.08,0.00,13440.28,3261.63
CZ04/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,74619.8,27403.08,14511.95,1774.64,457.71,16701.91,0.0,1726.99,0.0,0.0,0.0,0.0,12043.51,0.0,0.0,0.00,14511.95,27403.08,0.00,13440.28,3261.63
CZ04/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,88195.48999999999,27403.08,28087.64,1774.64,457.71,16701.91,0.0,1726.99,0.0,0.0,0.0,0.0,12043.51,0.0,0.0,0.00,28087.64,27403.08,0.00,13440.28,3261.63
CZ05/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,30001.07,4342.08,551.82,1557.5,457.71,10338.53,0.0,588.92,0.0,0.0,0.0,0.0,12164.51,0.0,0.0,4342.08,551.82,0.00,0.00,8268.27,2070.26
CZ05/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,29120.79,3515.75,497.87,1557.5,457.71,10338.53,0.0,588.92,0.0,0.0,0.0,0.0,12164.51,0.0,0.0,3515.75,497.87,0.00,0.00,8268.27,2070.26
CZ05/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,30587.06,4764.93,714.96,1557.5,457.71,10338.53,0.0,588.92,0.0,0.0,0.0,0.0,12164.51,0.0,0.0,4764.93,714.96,0.00,0.00,8268.27,2070.26
CZ05/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,30224.09,4507.56,609.36,1557.5,457.71,10338.53,0.0,588.92,0.0,0.0,0.0,0.0,12164.51,0.0,0.0,4507.56,609.36,0.00,0.00,8268.27,2070.26
CZ05/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,29304.260000000002,3647.32,549.78,1557.5,457.71,10338.53,0.0,588.92,0.0,0.0,0.0,0.0,12164.51,0.0,0.0,3647.32,549.78,0.00,0.00,8268.27,2070.26
CZ05/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,31028.420000000002,5056.02,865.24,1557.5,457.71,10338.53,0.0,588.92,0.0,0.0,0.0,0.0,12164.51,0.0,0.0,5056.02,865.24,0.00,0.00,8268.27,2070.26
CZ05/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,31589.89,5387.89,1094.84,1557.5,457.71,10338.53,0.0,588.92,0.0,0.0,0.0,0.0,12164.51,0.0,0.0,5387.89,1094.84,0.00,0.00,8268.27,2070.26
CZ05/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,32370.83,5773.37,1490.29,1557.5,457.71,10338.53,0.0,588.92,0.0,0.0,0.0,0.0,12164.51,0.0,0.0,5773.37,1490.29,0.00,0.00,8268.27,2070.26
CZ05/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,34364.91,6382.92,2874.83,1557.5,457.71,10338.53,0.0,588.92,0.0,0.0,0.0,0.0,12164.51,0.0,0.0,6382.92,2874.83,0.00,0.00,8268.27,2070.26
CZ05/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,43079.58,8693.41,1946.3,1774.64,457.71,16701.91,0.0,1367.58,0.0,0.0,0.0,0.0,12138.01,0.0,0.0,8693.41,1946.30,0.00,0.00,13440.28,3261.63
CZ05/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,41213.19,7017.3,1756.02,1774.64,457.71,16701.91,0.0,1367.58,0.0,0.0,0.0,0.0,12138.01,0.0,0.0,7017.30,1756.02,0.00,0.00,13440.28,3261.63
CZ05/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,44512.67,9551.11,2521.68,1774.64,457.71,16701.91,0.0,1367.58,0.0,0.0,0.0,0.0,12138.01,0.0,0.0,9551.11,2521.68,0.00,0.00,13440.28,3261.63
CZ05/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,43618.18,9029.06,2149.25,1774.64,457.71,16701.91,0.0,1367.58,0.0,0.0,0.0,0.0,12138.01,0.0,0.0,9029.06,2149.25,0.00,0.00,13440.28,3261.63
CZ05/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,41663.13,7284.16,1939.1,1774.64,457.71,16701.91,0.0,1367.58,0.0,0.0,0.0,0.0,12138.01,0.0,0.0,7284.16,1939.10,0.00,0.00,13440.28,3261.63
CZ05/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,45633.13,10141.53,3051.72,1774.64,457.71,16701.91,0.0,1367.58,0.0,0.0,0.0,0.0,12138.01,0.0,0.0,10141.53,3051.72,0.00,0.00,13440.28,3261.63
CZ05/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,47116.08,10814.69,3861.51,1774.64,457.71,16701.91,0.0,1367.58,0.0,0.0,0.0,0.0,12138.01,0.0,0.0,10814.69,3861.51,0.00,0.00,13440.28,3261.63
CZ05/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,49292.79,11596.61,5256.31,1774.64,457.71,16701.91,0.0,1367.58,0.0,0.0,0.0,0.0,12138.01,0.0,0.0,11596.61,5256.31,0.00,0.00,13440.28,3261.63
CZ05/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,55412.46,12832.99,10139.59,1774.64,457.71,16701.91,0.0,1367.58,0.0,0.0,0.0,0.0,12138.01,0.0,0.0,12832.99,10139.59,0.00,0.00,13440.28,3261.63
CZ05/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,36532.7,11052.24,551.83,1557.5,457.71,10338.53,0.0,410.72,0.0,0.0,0.0,0.0,12164.17,0.0,0.0,0.00,551.83,11052.24,0.00,8268.27,2070.26
CZ05/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,36478.75,11052.24,497.88,1557.5,457.71,10338.53,0.0,410.72,0.0,0.0,0.0,0.0,12164.17,0.0,0.0,0.00,497.88,11052.24,0.00,8268.27,2070.26
CZ05/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,36591.29,11052.24,610.41,1557.5,457.71,10338.53,0.0,410.72,0.0,0.0,0.0,0.0,12164.17,0.0,0.0,0.00,610.41,11052.24,0.00,8268.27,2070.26
CZ05/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,36531.0,11052.24,550.12,1557.5,457.71,10338.53,0.0,410.72,0.0,0.0,0.0,0.0,12164.17,0.0,0.0,0.00,550.12,11052.24,0.00,8268.27,2070.26
CZ05/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,36696.7,11052.24,715.82,1557.5,457.71,10338.53,0.0,410.72,0.0,0.0,0.0,0.0,12164.17,0.0,0.0,0.00,715.82,11052.24,0.00,8268.27,2070.26
CZ05/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,36846.12,11052.24,865.24,1557.5,457.71,10338.53,0.0,410.72,0.0,0.0,0.0,0.0,12164.17,0.0,0.0,0.00,865.24,11052.24,0.00,8268.27,2070.26
CZ05/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,37074.37,11052.24,1093.5,1557.5,457.71,10338.53,0.0,410.72,0.0,0.0,0.0,0.0,12164.17,0.0,0.0,0.00,1093.50,11052.24,0.00,8268.27,2070.26
CZ05/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,37466.21,11052.24,1485.33,1557.5,457.71,10338.53,0.0,410.72,0.0,0.0,0.0,0.0,12164.17,0.0,0.0,0.00,1485.33,11052.24,0.00,8268.27,2070.26
CZ05/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,38855.71,11052.24,2874.84,1557.5,457.71,10338.53,0.0,410.72,0.0,0.0,0.0,0.0,12164.17,0.0,0.0,0.00,2874.84,11052.24,0.00,8268.27,2070.26
CZ05/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,56362.79,22329.18,1946.54,1774.64,457.71,16701.91,0.0,1014.72,0.0,0.0,0.0,0.0,12138.07,0.0,0.0,0.00,1946.54,22329.18,0.00,13440.28,3261.63
CZ05/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,56172.49,22329.18,1756.23,1774.64,457.71,16701.91,0.0,1014.72,0.0,0.0,0.0,0.0,12138.07,0.0,0.0,0.00,1756.23,22329.18,0.00,13440.28,3261.63
CZ05/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,56569.44,22329.18,2153.19,1774.64,457.71,16701.91,0.0,1014.72,0.0,0.0,0.0,0.0,12138.07,0.0,0.0,0.00,2153.19,22329.18,0.00,13440.28,3261.63
CZ05/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,56356.78,22329.18,1940.53,1774.64,457.71,16701.91,0.0,1014.72,0.0,0.0,0.0,0.0,12138.07,0.0,0.0,0.00,1940.53,22329.18,0.00,13440.28,3261.63
CZ05/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,56941.28,22329.18,2525.02,1774.64,457.71,16701.91,0.0,1014.72,0.0,0.0,0.0,0.0,12138.07,0.0,0.0,0.00,2525.02,22329.18,0.00,13440.28,3261.63
CZ05/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,57468.35,22329.18,3052.09,1774.64,457.71,16701.91,0.0,1014.72,0.0,0.0,0.0,0.0,12138.07,0.0,0.0,0.00,3052.09,22329.18,0.00,13440.28,3261.63
CZ05/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,58273.5,22329.18,3857.25,1774.64,457.71,16701.91,0.0,1014.72,0.0,0.0,0.0,0.0,12138.07,0.0,0.0,0.00,3857.25,22329.18,0.00,13440.28,3261.63
CZ05/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,59655.68,22329.18,5239.43,1774.64,457.71,16701.91,0.0,1014.72,0.0,0.0,0.0,0.0,12138.07,0.0,0.0,0.00,5239.43,22329.18,0.00,13440.28,3261.63
CZ05/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,64557.08,22329.18,10140.83,1774.64,457.71,16701.91,0.0,1014.72,0.0,0.0,0.0,0.0,12138.07,0.0,0.0,0.00,10140.83,22329.18,0.00,13440.28,3261.63
CZ06/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,27855.57,2186.78,920.15,1557.5,457.71,10338.53,0.0,444.12,0.0,0.0,0.0,0.0,11950.78,0.0,0.0,2186.78,920.15,0.00,0.00,8268.27,2070.26
CZ06/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,27319.63,1740.8,830.19,1557.5,457.71,10338.53,0.0,444.12,0.0,0.0,0.0,0.0,11950.78,0.0,0.0,1740.80,830.19,0.00,0.00,8268.27,2070.26
CZ06/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,28355.81,2415.0,1192.17,1557.5,457.71,10338.53,0.0,444.12,0.0,0.0,0.0,0.0,11950.78,0.0,0.0,2415.00,1192.17,0.00,0.00,8268.27,2070.26
CZ06/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,28040.83,2276.09,1016.1,1557.5,457.71,10338.53,0.0,444.12,0.0,0.0,0.0,0.0,11950.78,0.0,0.0,2276.09,1016.10,0.00,0.00,8268.27,2070.26
