File Name,Net Site EUI (kWh/m2),Net Source EUI (kWh/m2),Total Energy/Net Site Energy (kWh),Total Energy/Net Source Energy (kWh)
CZ13/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,40870.31,8618.22,7221.45,1557.5,457.71,10338.53,0.0,907.19,0.0,0.0,0.0,0.0,11769.7,0.0,0.0,0.00,7221.45,8618.22,0.00,8268.27,2070.26
CZ13/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,43458.0,8618.22,9809.14,1557.5,457.71,10338.53,0.0,907.19,0.0,0.0,0.0,0.0,11769.7,0.0,0.0,0.00,9809.14,8618.22,0.00,8268.27,2070.26
CZ13/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,52634.3,8618.22,18985.44,1557.5,457.71,10338.53,0.0,907.19,0.0,0.0,0.0,0.0,11769.7,0.0,0.0,0.00,18985.44,8618.22,0.00,8268.27,2070.26
CZ13/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,69901.94,25363.89,11104.7,1774.64,457.71,16701.91,0.0,2753.1,0.0,0.0,0.0,0.0,11745.98,0.0,0.0,0.00,11104.70,25363.89,0.00,13440.28,3261.63
CZ13/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,68816.29000000001,25363.89,10019.05,1774.64,457.71,16701.91,0.0,2753.1,0.0,0.0,0.0,0.0,11745.98,0.0,0.0,0.00,10019.05,25363.89,0.00,13440.28,3261.63
CZ13/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,71080.87,25363.89,12283.63,1774.64,457.71,16701.91,0.0,2753.1,0.0,0.0,0.0,0.0,11745.98,0.0,0.0,0.00,12283.63,25363.89,0.00,13440.28,3261.63
CZ13/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,69867.67,25363.89,11070.43,1774.64,457.71,16701.91,0.0,2753.1,0.0,0.0,0.0,0.0,11745.98,0.0,0.0,0.00,11070.43,25363.89,0.00,13440.28,3261.63
CZ13/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,73202.14,25363.89,14404.9,1774.64,457.71,16701.91,0.0,2753.1,0.0,0.0,0.0,0.0,11745.98,0.0,0.0,0.00,14404.90,25363.89,0.00,13440.28,3261.63
CZ13/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,76208.98000000001,25363.89,17411.75,1774.64,457.71,16701.91,0.0,2753.1,0.0,0.0,0.0,0.0,11745.98,0.0,0.0,0.00,17411.75,25363.89,0.00,13440.28,3261.63
CZ13/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,80802.26999999999,25363.89,22005.03,1774.64,457.71,16701.91,0.0,2753.1,0.0,0.0,0.0,0.0,11745.98,0.0,0.0,0.00,22005.03,25363.89,0.00,13440.28,3261.63
CZ13/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,88687.4,25363.89,29890.16,1774.64,457.71,16701.91,0.0,2753.1,0.0,0.0,0.0,0.0,11745.98,0.0,0.0,0.00,29890.16,25363.89,0.00,13440.28,3261.63
CZ13/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,116649.17,25363.89,57851.93,1774.64,457.71,16701.91,0.0,2753.1,0.0,0.0,0.0,0.0,11745.98,0.0,0.0,0.00,57851.93,25363.89,0.00,13440.28,3261.63
CZ14/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,32705.65,5478.57,2077.23,1557.5,457.71,10338.53,0.0,960.43,0.0,0.0,0.0,0.0,11835.69,0.0,0.0,5478.57,2077.23,0.00,0.00,8268.27,2070.26
CZ14/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,31490.61,4466.61,1874.15,1557.5,457.71,10338.53,0.0,960.43,0.0,0.0,0.0,0.0,11835.69,0.0,0.0,4466.61,1874.15,0.00,0.00,8268.27,2070.26
CZ14/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,33837.58,5996.41,2691.31,1557.5,457.71,10338.53,0.0,960.43,0.0,0.0,0.0,0.0,11835.69,0.0,0.0,5996.41,2691.31,0.00,0.00,8268.27,2070.26
CZ14/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,33124.9,5681.22,2293.83,1557.5,457.71,10338.53,0.0,960.43,0.0,0.0,0.0,0.0,11835.69,0.0,0.0,5681.22,2293.83,0.00,0.00,8268.27,2070.26
CZ14/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,31847.12,4627.73,2069.54,1557.5,457.71,10338.53,0.0,960.43,0.0,0.0,0.0,0.0,11835.69,0.0,0.0,4627.73,2069.54,0.00,0.00,8268.27,2070.26
CZ14/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,34759.75,6352.89,3257.01,1557.5,457.71,10338.53,0.0,960.43,0.0,0.0,0.0,0.0,11835.69,0.0,0.0,6352.89,3257.01,0.00,0.00,8268.27,2070.26
CZ14/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,36030.44,6759.31,4121.28,1557.5,457.71,10338.53,0.0,960.43,0.0,0.0,0.0,0.0,11835.69,0.0,0.0,6759.31,4121.28,0.00,0.00,8268.27,2070.26
CZ14/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,37991.15,7231.4,5609.9,1557.5,457.71,10338.53,0.0,960.43,0.0,0.0,0.0,0.0,11835.69,0.0,0.0,7231.40,5609.90,0.00,0.00,8268.27,2070.26
CZ14/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,43949.41,7977.87,10821.69,1557.5,457.71,10338.53,0.0,960.43,0.0,0.0,0.0,0.0,11835.69,0.0,0.0,7977.87,10821.69,0.00,0.00,8268.27,2070.26
CZ14/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,54893.119999999995,14852.86,6525.72,1774.64,457.71,16701.91,0.0,2761.17,0.0,0.0,0.0,0.0,11819.09,0.0,0.0,14852.86,6525.72,0.00,0.00,13440.28,3261.63
CZ14/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,51436.46000000001,12034.19,5887.73,1774.64,457.71,16701.91,0.0,2761.17,0.0,0.0,0.0,0.0,11819.09,0.0,0.0,12034.19,5887.73,0.00,0.00,13440.28,3261.63
CZ14/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,58264.67999999999,16295.24,8454.9,1774.64,457.71,16701.91,0.0,2761.17,0.0,0.0,0.0,0.0,11819.09,0.0,0.0,16295.24,8454.90,0.00,0.00,13440.28,3261.63
CZ14/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,56138.03,15417.32,7206.18,1774.64,457.71,16701.91,0.0,2761.17,0.0,0.0,0.0,0.0,11819.09,0.0,0.0,15417.32,7206.18,0.00,0.00,13440.28,3261.63
CZ14/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,52499.06,12482.96,6501.56,1774.64,457.71,16701.91,0.0,2761.17,0.0,0.0,0.0,0.0,11819.09,0.0,0.0,12482.96,6501.56,0.00,0.00,13440.28,3261.63
CZ14/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,61034.75,17288.14,10232.07,1774.64,457.71,16701.91,0.0,2761.17,0.0,0.0,0.0,0.0,11819.09,0.0,0.0,17288.14,10232.07,0.00,0.00,13440.28,3261.63
CZ14/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,64881.94,18420.18,12947.22,1774.64,457.71,16701.91,0.0,2761.17,0.0,0.0,0.0,0.0,11819.09,0.0,0.0,18420.18,12947.22,0.00,0.00,13440.28,3261.63
CZ14/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,70873.45,19735.11,17623.8,1774.64,457.71,16701.91,0.0,2761.17,0.0,0.0,0.0,0.0,11819.09,0.0,0.0,19735.11,17623.80,0.00,0.00,13440.28,3261.63
CZ14/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,89325.73,21814.3,33996.88,1774.64,457.71,16701.91,0.0,2761.17,0.0,0.0,0.0,0.0,11819.09,0.0,0.0,21814.30,33996.88,0.00,0.00,13440.28,3261.63
CZ14/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,39189.2,12217.17,2077.23,1557.5,457.71,10338.53,0.0,705.23,0.0,0.0,0.0,0.0,11835.83,0.0,0.0,0.00,2077.23,12217.17,0.00,8268.27,2070.26
CZ14/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,38986.11,12217.17,1874.15,1557.5,457.71,10338.53,0.0,705.23,0.0,0.0,0.0,0.0,11835.83,0.0,0.0,0.00,1874.15,12217.17,0.00,8268.27,2070.26
CZ14/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,39409.72,12217.17,2297.76,1557.5,457.71,10338.53,0.0,705.23,0.0,0.0,0.0,0.0,11835.83,0.0,0.0,0.00,2297.76,12217.17,0.00,8268.27,2070.26
CZ14/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,39182.78,12217.17,2070.82,1557.5,457.71,10338.53,0.0,705.23,0.0,0.0,0.0,0.0,11835.83,0.0,0.0,0.00,2070.82,12217.17,0.00,8268.27,2070.26
CZ14/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,39806.52,12217.17,2694.56,1557.5,457.71,10338.53,0.0,705.23,0.0,0.0,0.0,0.0,11835.83,0.0,0.0,0.00,2694.56,12217.17,0.00,8268.27,2070.26
CZ14/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,40368.979999999996,12217.17,3257.02,1557.5,457.71,10338.53,0.0,705.23,0.0,0.0,0.0,0.0,11835.83,0.0,0.0,0.00,3257.02,12217.17,0.00,8268.27,2070.26
CZ14/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,41228.19,12217.17,4116.23,1557.5,457.71,10338.53,0.0,705.23,0.0,0.0,0.0,0.0,11835.83,0.0,0.0,0.00,4116.23,12217.17,0.00,8268.27,2070.26
CZ14/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,42703.17999999999,12217.17,5591.21,1557.5,457.71,10338.53,0.0,705.23,0.0,0.0,0.0,0.0,11835.83,0.0,0.0,0.00,5591.21,12217.17,0.00,8268.27,2070.26
CZ14/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,47933.66,12217.17,10821.7,1557.5,457.71,10338.53,0.0,705.23,0.0,0.0,0.0,0.0,11835.83,0.0,0.0,0.00,10821.70,12217.17,0.00,8268.27,2070.26
CZ14/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,73375.98,33990.07,6525.77,1774.64,457.71,16701.91,0.0,2107.3,0.0,0.0,0.0,0.0,11818.57,0.0,0.0,0.00,6525.77,33990.07,0.00,13440.28,3261.63
CZ14/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,72737.98999999999,33990.07,5887.78,1774.64,457.71,16701.91,0.0,2107.3,0.0,0.0,0.0,0.0,11818.57,0.0,0.0,0.00,5887.78,33990.07,0.00,13440.28,3261.63
CZ14/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,74068.79,33990.07,7218.58,1774.64,457.71,16701.91,0.0,2107.3,0.0,0.0,0.0,0.0,11818.57,0.0,0.0,0.00,7218.58,33990.07,0.00,13440.28,3261.63
CZ14/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,73355.84,33990.07,6505.63,1774.64,457.71,16701.91,0.0,2107.3,0.0,0.0,0.0,0.0,11818.57,0.0,0.0,0.00,6505.63,33990.07,0.00,13440.28,3261.63
CZ14/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,75315.37,33990.07,8465.16,1774.64,457.71,16701.91,0.0,2107.3,0.0,0.0,0.0,0.0,11818.57,0.0,0.0,0.00,8465.16,33990.07,0.00,13440.28,3261.63
CZ14/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,77082.37,33990.07,10232.16,1774.64,457.71,16701.91,0.0,2107.3,0.0,0.0,0.0,0.0,11818.57,0.0,0.0,0.00,10232.16,33990.07,0.00,13440.28,3261.63
CZ14/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,79781.65,33990.07,12931.44,1774.64,457.71,16701.91,0.0,2107.3,0.0,0.0,0.0,0.0,11818.57,0.0,0.0,0.00,12931.44,33990.07,0.00,13440.28,3261.63
CZ14/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,84415.41,33990.07,17565.2,1774.64,457.71,16701.91,0.0,2107.3,0.0,0.0,0.0,0.0,11818.57,0.0,0.0,0.00,17565.20,33990.07,0.00,13440.28,3261.63
CZ14/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,100847.37,33990.07,33997.16,1774.64,457.71,16701.91,0.0,2107.3,0.0,0.0,0.0,0.0,11818.57,0.0,0.0,0.00,33997.16,33990.07,0.00,13440.28,3261.63
CZ15/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,33764.12,1163.94,7461.22,1557.5,457.71,10338.53,0.0,1450.2,0.0,0.0,0.0,0.0,11335.03,0.0,0.0,1163.94,7461.22,0.00,0.00,8268.27,2070.26
CZ15/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,32805.31,934.58,6731.77,1557.5,457.71,10338.53,0.0,1450.2,0.0,0.0,0.0,0.0,11335.03,0.0,0.0,934.58,6731.77,0.00,0.00,8268.27,2070.26
CZ15/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,36087.240000000005,1281.31,9666.97,1557.5,457.71,10338.53,0.0,1450.2,0.0,0.0,0.0,0.0,11335.03,0.0,0.0,1281.31,9666.97,0.00,0.00,8268.27,2070.26
CZ15/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,34588.06,1209.87,8239.23,1557.5,457.71,10338.53,0.0,1450.2,0.0,0.0,0.0,0.0,11335.03,0.0,0.0,1209.87,8239.23,0.00,0.00,8268.27,2070.26
CZ15/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,33543.66,971.09,7433.61,1557.5,457.71,10338.53,0.0,1450.2,0.0,0.0,0.0,0.0,11335.03,0.0,0.0,971.09,7433.61,0.00,0.00,8268.27,2070.26
CZ15/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,38199.97,1362.1,11698.91,1557.5,457.71,10338.53,0.0,1450.2,0.0,0.0,0.0,0.0,11335.03,0.0,0.0,1362.10,11698.91,0.00,0.00,8268.27,2070.26
CZ15/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,41396.47,1454.22,14803.29,1557.5,457.71,10338.53,0.0,1450.2,0.0,0.0,0.0,0.0,11335.03,0.0,0.0,1454.22,14803.29,0.00,0.00,8268.27,2070.26
CZ15/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,46850.47,1561.21,20150.29,1557.5,457.71,10338.53,0.0,1450.2,0.0,0.0,0.0,0.0,11335.03,0.0,0.0,1561.21,20150.29,0.00,0.00,8268.27,2070.26
CZ15/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,65739.93,1730.4,38870.56,1557.5,457.71,10338.53,0.0,1450.2,0.0,0.0,0.0,0.0,11335.03,0.0,0.0,1730.40,38870.56,0.00,0.00,8268.27,2070.26
CZ15/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,57948.81,3557.19,20158.14,1774.64,457.71,16701.91,0.0,3982.42,0.0,0.0,0.0,0.0,11316.79,0.0,0.0,3557.19,20158.14,0.00,0.00,13440.28,3261.63
CZ15/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,55263.57,2842.72,18187.37,1774.64,457.71,16701.91,0.0,3982.42,0.0,0.0,0.0,0.0,11316.79,0.0,0.0,2842.72,18187.37,0.00,0.00,13440.28,3261.63
CZ15/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,64273.729999999996,3922.8,26117.45,1774.64,457.71,16701.91,0.0,3982.42,0.0,0.0,0.0,0.0,11316.79,0.0,0.0,3922.80,26117.45,0.00,0.00,13440.28,3261.63
CZ15/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,60193.85,3700.27,22260.1,1774.64,457.71,16701.91,0.0,3982.42,0.0,0.0,0.0,0.0,11316.79,0.0,0.0,3700.27,22260.10,0.00,0.00,13440.28,3261.63
CZ15/SFm&2&rDXHP&Ex&dxHP_equip/LRM NR LSC R32 R454b rDXHP Base/instance-out.sql,57273.479999999996,2956.47,20083.53,1774.64,457.71,16701.91,0.0,3982.42,0.0,0.0,0.0,0.0,11316.79,0.0,0.0,2956.47,20083.53,0.00,0.00,13440.28,3261.63
CZ15/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +15% RCA LSC R22 R410a rDXHP Base/instance-out.sql,70015.14,4174.48,31607.18,1774.64,457.71,16701.91,0.0,3982.42,0.0,0.0,0.0,0.0,11316.79,0.0,0.0,4174.48,31607.18,0.00,0.00,13440.28,3261.63
CZ15/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,78689.25,4461.43,39994.35,1774.64,457.71,16701.91,0.0,3982.42,0.0,0.0,0.0,0.0,11316.79,0.0,0.0,4461.43,39994.35,0.00,0.00,13440.28,3261.63
CZ15/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +30% RCA LSC R22 R410a rDXHP Base/instance-out.sql,93468.68,4794.73,54440.47,1774.64,457.71,16701.91,0.0,3982.42,0.0,0.0,0.0,0.0,11316.79,0.0,0.0,4794.73,54440.47,0.00,0.00,13440.28,3261.63
CZ15/SFm&2&rDXHP&Ex&dxHP_equip/LRM AOE +40% RCA LSC R22 R410a rDXHP Base/instance-out.sql,144572.66,5321.76,105017.41,1774.64,457.71,16701.91,0.0,3982.42,0.0,0.0,0.0,0.0,11316.79,0.0,0.0,5321.76,105017.41,0.00,0.00,13440.28,3261.63
CZ15/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,35399.229999999996,2849.88,7461.39,1557.5,457.71,10338.53,0.0,1399.57,0.0,0.0,0.0,0.0,11334.64,0.0,0.0,0.00,7461.39,2849.88,0.00,8268.27,2070.26
CZ15/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,34669.76,2849.88,6731.93,1557.5,457.71,10338.53,0.0,1399.57,0.0,0.0,0.0,0.0,11334.64,0.0,0.0,0.00,6731.93,2849.88,0.00,8268.27,2070.26
CZ15/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,36191.36,2849.88,8253.53,1557.5,457.71,10338.53,0.0,1399.57,0.0,0.0,0.0,0.0,11334.64,0.0,0.0,0.00,8253.53,2849.88,0.00,8268.27,2070.26
CZ15/SFm&1&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,35376.2,2849.88,7438.36,1557.5,457.71,10338.53,0.0,1399.57,0.0,0.0,0.0,0.0,11334.64,0.0,0.0,0.00,7438.36,2849.88,0.00,8268.27,2070.26
CZ15/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,37616.67,2849.88,9678.83,1557.5,457.71,10338.53,0.0,1399.57,0.0,0.0,0.0,0.0,11334.64,0.0,0.0,0.00,9678.83,2849.88,0.00,8268.27,2070.26
CZ15/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,39637.01,2849.88,11699.17,1557.5,457.71,10338.53,0.0,1399.57,0.0,0.0,0.0,0.0,11334.64,0.0,0.0,0.00,11699.17,2849.88,0.00,8268.27,2070.26
CZ15/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,42723.3,2849.88,14785.46,1557.5,457.71,10338.53,0.0,1399.57,0.0,0.0,0.0,0.0,11334.64,0.0,0.0,0.00,14785.46,2849.88,0.00,8268.27,2070.26
CZ15/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,48021.42,2849.88,20083.58,1557.5,457.71,10338.53,0.0,1399.57,0.0,0.0,0.0,0.0,11334.64,0.0,0.0,0.00,20083.58,2849.88,0.00,8268.27,2070.26
CZ15/SFm&1&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,66809.28,2849.88,38871.45,1557.5,457.71,10338.53,0.0,1399.57,0.0,0.0,0.0,0.0,11334.64,0.0,0.0,0.00,38871.45,2849.88,0.00,8268.27,2070.26
CZ15/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE R22 R410a rDXGF Measure/instance-out.sql,62893.880000000005,8658.77,20157.79,1774.64,457.71,16701.91,0.0,3826.65,0.0,0.0,0.0,0.0,11316.4,0.0,0.0,0.00,20157.79,8658.77,0.00,13440.28,3261.63
CZ15/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR R454b rDXGF Measure/instance-out.sql,60923.149999999994,8658.77,18187.06,1774.64,457.71,16701.91,0.0,3826.65,0.0,0.0,0.0,0.0,11316.4,0.0,0.0,0.00,18187.06,8658.77,0.00,13440.28,3261.63
CZ15/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE LSC R22 R410a rDXGF Base/instance-out.sql,65033.92,8658.77,22297.83,1774.64,457.71,16701.91,0.0,3826.65,0.0,0.0,0.0,0.0,11316.4,0.0,0.0,0.00,22297.83,8658.77,0.00,13440.28,3261.63
CZ15/SFm&2&rDXGF&Ex&dxAC_equip/LRM NR LSC R454b rDXGF Base/instance-out.sql,62831.67,8658.77,20095.58,1774.64,457.71,16701.91,0.0,3826.65,0.0,0.0,0.0,0.0,11316.4,0.0,0.0,0.00,20095.58,8658.77,0.00,13440.28,3261.63
CZ15/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,68884.55,8658.77,26148.46,1774.64,457.71,16701.91,0.0,3826.65,0.0,0.0,0.0,0.0,11316.4,0.0,0.0,0.00,26148.46,8658.77,0.00,13440.28,3261.63
CZ15/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +15% RCA LSC R22 R410a rDXGF Base/instance-out.sql,74342.73,8658.77,31606.63,1774.64,457.71,16701.91,0.0,3826.65,0.0,0.0,0.0,0.0,11316.4,0.0,0.0,0.00,31606.63,8658.77,0.00,13440.28,3261.63
CZ15/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +22.5% RCA LSC R22 R410a rDXGF Base/instance-out.sql,82680.67,8658.77,39944.58,1774.64,457.71,16701.91,0.0,3826.65,0.0,0.0,0.0,0.0,11316.4,0.0,0.0,0.00,39944.58,8658.77,0.00,13440.28,3261.63
CZ15/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +30% RCA LSC R22 R410a rDXGF Base/instance-out.sql,96994.15000000001,8658.77,54258.05,1774.64,457.71,16701.91,0.0,3826.65,0.0,0.0,0.0,0.0,11316.4,0.0,0.0,0.00,54258.05,8658.77,0.00,13440.28,3261.63
CZ15/SFm&2&rDXGF&Ex&dxAC_equip/LRM AOE +40% RCA LSC R22 R410a rDXGF Base/instance-out.sql,147751.68,8658.77,105015.59,1774.64,457.71,16701.91,0.0,3826.65,0.0,0.0,0.0,0.0,11316.4,0.0,0.0,0.00,105015.59,8658.77,0.00,13440.28,3261.63
CZ16/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE R22 R410a rDXHP Measure/instance-out.sql,28090.57,2780.87,319.71,1557.5,457.71,10338.53,0.0,377.93,0.0,0.0,0.0,0.0,12258.31,0.0,0.0,2780.87,319.71,0.00,0.00,8268.27,2070.26
CZ16/SFm&1&rDXHP&Ex&dxHP_equip/LRM NR R32 R454b rDXHP Measure/instance-out.sql,27635.41,2356.96,288.46,1557.5,457.71,10338.53,0.0,377.93,0.0,0.0,0.0,0.0,12258.31,0.0,0.0,2356.96,288.46,0.00,0.00,8268.27,2070.26
CZ16/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE +7.5% RCA LSC R22 R410a rDXHP Base/instance-out.sql,28402.010000000002,2997.79,414.23,1557.5,457.71,10338.53,0.0,377.93,0.0,0.0,0.0,0.0,12258.31,0.0,0.0,2997.79,414.23,0.00,0.00,8268.27,2070.26
CZ16/SFm&1&rDXHP&Ex&dxHP_equip/LRM AOE LSC R22 R410a rDXHP Base/instance-out.sql,28208.8,2865.75,353.05,1557.5,457.71,10338.53,0.0,377.93,0.0,0.0,0.0,0.0,12258.31,0.0,0.0,2865.75,353.05,0.00,0.00,8268.27,2070.26
