Name,Parameter,Value
COOLINGTOWER:VARIABLESPEED:MERKEL,Design Range Temperature,28
COOLINGTOWER:VARIABLESPEED:MERKEL,Design Size Design Air Flow Rate U-Factor Times Area Value,19
COOLINGTOWER:VARIABLESPEED:MERKEL,Design Size Design Approach Temperature,27
COOLINGTOWER:VARIABLESPEED:MERKEL,Design Size Design Range Temperature,28
COOLINGTOWER:VARIABLESPEED:MERKEL,Design Size Design Water Flow Rate,9
COOLINGTOWER:VARIABLESPEED:MERKEL,Design Size Nominal Capacity,6
COOLINGTOWER:VARIABLESPEED:MERKEL,Design Water Flow Rate,9
COOLINGTOWER:VARIABLESPEED:MERKEL,Nominal Capacity,6
DESIGNSPECIFICATION:ZONEHVAC:SIZING,Cooling Design Capacity,18
DESIGNSPECIFICATION:ZONEHVAC:SIZING,Cooling Supply Air Flow Rate,3
DESIGNSPECIFICATION:ZONEHVAC:SIZING,Design Size Cooling Design Capacity,18
DESIGNSPECIFICATION:ZONEHVAC:SIZING,Design Size Cooling Supply Air Flow Rate,3
DESIGNSPECIFICATION:ZONEHVAC:SIZING,Design Size Heating Design Capacity,22
DESIGNSPECIFICATION:ZONEHVAC:SIZING,Design Size Heating Supply Air Flow Rate,13
DESIGNSPECIFICATION:ZONEHVAC:SIZING,Design Size No Load Supply Air Flow Rate,8
DESIGNSPECIFICATION:ZONEHVAC:SIZING,Heating Design Capacity,22
DESIGNSPECIFICATION:ZONEHVAC:SIZING,Heating Supply Air Flow Rate,13
DESIGNSPECIFICATION:ZONEHVAC:SIZING,No Load Supply Air Flow Rate,8
DISTRICTCOOLING,Design Size Nominal Capacity,4
DISTRICTCOOLING,Nominal Capacity,4
DISTRICTHEATING,Design Size Nominal Capacity,4
DISTRICTHEATING,Nominal Capacity,4
EVAPORATIVECOOLER:DIRECT:CELDEKPAD,Design Size Direct Pad Area,3
EVAPORATIVECOOLER:DIRECT:CELDEKPAD,Design Size Direct Pad Depth,4
EVAPORATIVECOOLER:DIRECT:CELDEKPAD,Direct Pad Area,3
EVAPORATIVECOOLER:DIRECT:CELDEKPAD,Direct Pad Depth,4
EVAPORATIVECOOLER:DIRECT:RESEARCHSPECIAL,Design Size Primary Air Design Flow Rate,5
EVAPORATIVECOOLER:DIRECT:RESEARCHSPECIAL,Design Size Recirculating Water Pump Design Power,6
EVAPORATIVECOOLER:DIRECT:RESEARCHSPECIAL,Primary Air Design Flow Rate,5
EVAPORATIVECOOLER:DIRECT:RESEARCHSPECIAL,Recirculating Water Pump Design Power,6
EVAPORATIVECOOLER:INDIRECT:CELDEKPAD,Design Size Direct Pad Area,3
EVAPORATIVECOOLER:INDIRECT:CELDEKPAD,Design Size Direct Pad Depth,4
EVAPORATIVECOOLER:INDIRECT:CELDEKPAD,Direct Pad Area,3
EVAPORATIVECOOLER:INDIRECT:CELDEKPAD,Direct Pad Depth,4
EVAPORATIVECOOLER:INDIRECT:RESEARCHSPECIAL,Design Size Primary Air Design Flow Rate,17
EVAPORATIVECOOLER:INDIRECT:RESEARCHSPECIAL,Design Size Recirculating Water Pump Design Power,7
EVAPORATIVECOOLER:INDIRECT:RESEARCHSPECIAL,Design Size Secondary Air Design Flow Rate,10
EVAPORATIVECOOLER:INDIRECT:RESEARCHSPECIAL,Design Size Secondary Air Fan Design Power,12
EVAPORATIVECOOLER:INDIRECT:RESEARCHSPECIAL,Primary Air Design Flow Rate,17
EVAPORATIVECOOLER:INDIRECT:RESEARCHSPECIAL,Recirculating Water Pump Design Power,7
EVAPORATIVECOOLER:INDIRECT:RESEARCHSPECIAL,Secondary Air Design Flow Rate,10
EVAPORATIVECOOLER:INDIRECT:RESEARCHSPECIAL,Secondary Air Fan Design Power,12
EVAPORATIVEFLUIDCOOLER:SINGLESPEED,Design Air Flow Rate Fan Power,5
EVAPORATIVEFLUIDCOOLER:SINGLESPEED,Design Air Flow Rate U-factor Times Area Value,11
EVAPORATIVEFLUIDCOOLER:SINGLESPEED,Design Air Flow Rate,4
EVAPORATIVEFLUIDCOOLER:SINGLESPEED,Design Size Design Air Flow Rate Fan Power,5
EVAPORATIVEFLUIDCOOLER:SINGLESPEED,Design Size Design Air Flow Rate U-factor Times Area Value,11
EVAPORATIVEFLUIDCOOLER:SINGLESPEED,Design Size Design Air Flow Rate,4
EVAPORATIVEFLUIDCOOLER:SINGLESPEED,Design Size Design Water Flow Rate,12
EVAPORATIVEFLUIDCOOLER:SINGLESPEED,Design Water Flow Rate,12
EVAPORATIVEFLUIDCOOLER:TWOSPEED,Design Size Design Water Flow Rate,20
EVAPORATIVEFLUIDCOOLER:TWOSPEED,Design Size High Fan Speed Air Flow Rate,4
EVAPORATIVEFLUIDCOOLER:TWOSPEED,Design Size High Fan Speed Fan Power,5
EVAPORATIVEFLUIDCOOLER:TWOSPEED,Design Size High Fan Speed U-factor Times Area Value,17
EVAPORATIVEFLUIDCOOLER:TWOSPEED,Design Water Flow Rate,20
EVAPORATIVEFLUIDCOOLER:TWOSPEED,High Fan Speed Air Flow Rate,4
EVAPORATIVEFLUIDCOOLER:TWOSPEED,High Fan Speed Fan Power,5
EVAPORATIVEFLUIDCOOLER:TWOSPEED,High Fan Speed U-factor Times Area Value,17
FAN:COMPONENTMODEL,Belt Maximum Torque,14
FAN:COMPONENTMODEL,Design Size Belt Maximum Torque,14
FAN:COMPONENTMODEL,Design Size Maximum Flow Rate,5
FAN:COMPONENTMODEL,Design Size Maximum Motor Output Power,18
FAN:COMPONENTMODEL,Design Size Maximum VFD Output Power,22
FAN:COMPONENTMODEL,Design Size Minimum Flow Rate,6
FAN:COMPONENTMODEL,Design Size Motor Fan Pulley Ratio,13
FAN:COMPONENTMODEL,Maximum Flow Rate,5
FAN:COMPONENTMODEL,Maximum Motor Output Power,18
FAN:COMPONENTMODEL,Maximum VFD Output Power,22
FAN:COMPONENTMODEL,Minimum Flow Rate,6
FAN:COMPONENTMODEL,Motor Fan Pulley Ratio,13
FAN:CONSTANTVOLUME,Design Size Maximum Flow Rate,5
FAN:CONSTANTVOLUME,Maximum Flow Rate,5
FAN:ONOFF,Design Size Maximum Flow Rate,5
FAN:ONOFF,Maximum Flow Rate,5
FAN:SYSTEMMODEL,Design Electric Power Consumption,11
FAN:SYSTEMMODEL,Design Maximum Air Flow Rate,5
FAN:SYSTEMMODEL,Design Size Design Electric Power Consumption,11
FAN:SYSTEMMODEL,Design Size Design Maximum Air Flow Rate,5
FAN:VARIABLEVOLUME,Design Size Maximum Flow Rate,5
FAN:VARIABLEVOLUME,Maximum Flow Rate,5
FANPERFORMANCE:NIGHTVENTILATION,Design Size Maximum Flow Rate,4
FANPERFORMANCE:NIGHTVENTILATION,Maximum Flow Rate,4
FLUIDCOOLER:SINGLESPEED,Design Air Flow Rate Fan Power,12
FLUIDCOOLER:SINGLESPEED,Design Air Flow Rate U-factor Times Area Value,5
FLUIDCOOLER:SINGLESPEED,Design Air Flow Rate,11
FLUIDCOOLER:SINGLESPEED,Design Size Design Air Flow Rate Fan Power,12
FLUIDCOOLER:SINGLESPEED,Design Size Design Air Flow Rate U-factor Times Area Value,5
FLUIDCOOLER:SINGLESPEED,Design Size Design Air Flow Rate,11
FLUIDCOOLER:SINGLESPEED,Design Size Design Water Flow Rate,10
FLUIDCOOLER:SINGLESPEED,Design Water Flow Rate,10
FLUIDCOOLER:TWOSPEED,Design Size Design Water Flow Rate,14
FLUIDCOOLER:TWOSPEED,Design Size High Fan Speed Air Flow Rate,15
FLUIDCOOLER:TWOSPEED,Design Size High Fan Speed Fan Power,16
FLUIDCOOLER:TWOSPEED,Design Size High Fan Speed U-factor Times Area Value,5
FLUIDCOOLER:TWOSPEED,Design Water Flow Rate,14
FLUIDCOOLER:TWOSPEED,High Fan Speed Air Flow Rate,15
FLUIDCOOLER:TWOSPEED,High Fan Speed Fan Power,16
FLUIDCOOLER:TWOSPEED,High Fan Speed U-factor Times Area Value,5
HEADEREDPUMPS:CONSTANTSPEED,Design Power Consumption,8
HEADEREDPUMPS:CONSTANTSPEED,Design Size Design Power Consumption,8
HEADEREDPUMPS:CONSTANTSPEED,Design Size Total Design Flow Rate,4
HEADEREDPUMPS:CONSTANTSPEED,Total Design Flow Rate,4
HEADEREDPUMPS:VARIABLESPEED,Design Power Consumption,8
HEADEREDPUMPS:VARIABLESPEED,Design Size Design Power Consumption,8
HEADEREDPUMPS:VARIABLESPEED,Design Size Total Design Flow Rate,4
HEADEREDPUMPS:VARIABLESPEED,Total Design Flow Rate,4
HEATEXCHANGER:AIRTOAIR:FLATPLATE,Design Size Nominal Secondary Air Flow Rate,9
HEATEXCHANGER:AIRTOAIR:FLATPLATE,Design Size Nominal Supply Air Flow Rate,6
HEATEXCHANGER:AIRTOAIR:FLATPLATE,Nominal Secondary Air Flow Rate,9
HEATEXCHANGER:AIRTOAIR:FLATPLATE,Nominal Supply Air Flow Rate,6
HEATEXCHANGER:AIRTOAIR:SENSIBLEANDLATENT,Design Size Nominal Supply Air Flow Rate,3
HEATEXCHANGER:AIRTOAIR:SENSIBLEANDLATENT,Nominal Supply Air Flow Rate,3
HEATEXCHANGER:DESICCANT:BALANCEDFLOW:PERFORMANCEDATATYPE1,Design Size Nominal Air Face Velocity,3
HEATEXCHANGER:DESICCANT:BALANCEDFLOW:PERFORMANCEDATATYPE1,Design Size Nominal Air Flow Rate,2
HEATEXCHANGER:DESICCANT:BALANCEDFLOW:PERFORMANCEDATATYPE1,Nominal Air Face Velocity,3
HEATEXCHANGER:DESICCANT:BALANCEDFLOW:PERFORMANCEDATATYPE1,Nominal Air Flow Rate,2
HEATEXCHANGER:FLUIDTOFLUID,Design Size Heat Exchanger U-Factor Times Area Value,10
HEATEXCHANGER:FLUIDTOFLUID,Design Size Loop Demand Side Design Flow Rate,5
HEATEXCHANGER:FLUIDTOFLUID,Design Size Loop Supply Side Design Flow Rate,8
HEATEXCHANGER:FLUIDTOFLUID,Heat Exchanger U-Factor Times Area Value,10
HEATEXCHANGER:FLUIDTOFLUID,Loop Demand Side Design Flow Rate,5
HEATEXCHANGER:FLUIDTOFLUID,Loop Supply Side Design Flow Rate,8
HEATPUMP:PLANTLOOP:EIR:COOLING,Design Size Load Side Reference Flow Rate,8
HEATPUMP:PLANTLOOP:EIR:COOLING,Design Size Reference Capacity,10
HEATPUMP:PLANTLOOP:EIR:COOLING,Design Size Source Side Reference Flow Rate,9
HEATPUMP:PLANTLOOP:EIR:COOLING,Load Side Reference Flow Rate,8
HEATPUMP:PLANTLOOP:EIR:COOLING,Reference Capacity,10
HEATPUMP:PLANTLOOP:EIR:COOLING,Source Side Reference Flow Rate,9
HEATPUMP:PLANTLOOP:EIR:HEATING,Design Size Load Side Reference Flow Rate,8
HEATPUMP:PLANTLOOP:EIR:HEATING,Design Size Reference Capacity,10
HEATPUMP:PLANTLOOP:EIR:HEATING,Design Size Source Side Reference Flow Rate,9
HEATPUMP:PLANTLOOP:EIR:HEATING,Load Side Reference Flow Rate,8
HEATPUMP:PLANTLOOP:EIR:HEATING,Reference Capacity,10
HEATPUMP:PLANTLOOP:EIR:HEATING,Source Side Reference Flow Rate,9
HEATPUMP:WATERTOWATER:EQUATIONFIT:COOLING,Design Size Reference Cooling Capacity,8
HEATPUMP:WATERTOWATER:EQUATIONFIT:COOLING,Design Size Reference Cooling Power Consumption,9
HEATPUMP:WATERTOWATER:EQUATIONFIT:COOLING,Design Size Reference Load Side Flow Rate,6
HEATPUMP:WATERTOWATER:EQUATIONFIT:COOLING,Design Size Reference Source Side Flow Rate,7
HEATPUMP:WATERTOWATER:EQUATIONFIT:COOLING,Reference Cooling Capacity,8
HEATPUMP:WATERTOWATER:EQUATIONFIT:COOLING,Reference Cooling Power Consumption,9
HEATPUMP:WATERTOWATER:EQUATIONFIT:COOLING,Reference Load Side Flow Rate,6
HEATPUMP:WATERTOWATER:EQUATIONFIT:COOLING,Reference Source Side Flow Rate,7
HEATPUMP:WATERTOWATER:EQUATIONFIT:HEATING,Design Size Reference Heating Capacity,8
HEATPUMP:WATERTOWATER:EQUATIONFIT:HEATING,Design Size Reference Heating Power Consumption,9
HEATPUMP:WATERTOWATER:EQUATIONFIT:HEATING,Design Size Reference Load Side Flow Rate,6
HEATPUMP:WATERTOWATER:EQUATIONFIT:HEATING,Design Size Reference Source Side Flow Rate,7
HEATPUMP:WATERTOWATER:EQUATIONFIT:HEATING,Reference Heating Capacity,8
HEATPUMP:WATERTOWATER:EQUATIONFIT:HEATING,Reference Heating Power Consumption,9
HEATPUMP:WATERTOWATER:EQUATIONFIT:HEATING,Reference Load Side Flow Rate,6
HEATPUMP:WATERTOWATER:EQUATIONFIT:HEATING,Reference Source Side Flow Rate,7
HUMIDIFIER:STEAM:ELECTRIC,Design Size Rated Capacity,3
HUMIDIFIER:STEAM:ELECTRIC,Design Size Rated Power,4
HUMIDIFIER:STEAM:ELECTRIC,Rated Capacity,3
HUMIDIFIER:STEAM:ELECTRIC,Rated Power,4
HUMIDIFIER:STEAM:GAS,Design Size Rated Capacity,3
HUMIDIFIER:STEAM:GAS,Design Size Rated Gas Use Rate,4
HUMIDIFIER:STEAM:GAS,Rated Capacity,3
HUMIDIFIER:STEAM:GAS,Rated Gas Use Rate,4
HVACTEMPLATE:PLANT:BOILER,Capacity,3
HVACTEMPLATE:PLANT:BOILER,Design Size Capacity,3
HVACTEMPLATE:PLANT:CHILLER,Capacity,3
HVACTEMPLATE:PLANT:CHILLER,Design Size Capacity,3
HVACTEMPLATE:PLANT:TOWER,Design Size Free Convection Capacity,7
HVACTEMPLATE:PLANT:TOWER,Design Size High Speed Fan Power,4
HVACTEMPLATE:PLANT:TOWER,Design Size High Speed Nominal Capacity,3
HVACTEMPLATE:PLANT:TOWER,Design Size Low Speed Fan Power,6
HVACTEMPLATE:PLANT:TOWER,Design Size Low Speed Nominal Capacity,5
HVACTEMPLATE:PLANT:TOWER,Free Convection Capacity,7
HVACTEMPLATE:PLANT:TOWER,High Speed Fan Power,4
HVACTEMPLATE:PLANT:TOWER,High Speed Nominal Capacity,3
HVACTEMPLATE:PLANT:TOWER,Low Speed Fan Power,6
HVACTEMPLATE:PLANT:TOWER,Low Speed Nominal Capacity,5
HVACTEMPLATE:SYSTEM:CONSTANTVOLUME,Design Size Heating Coil Capacity,29
HVACTEMPLATE:SYSTEM:CONSTANTVOLUME,Design Size Humidifier Rated Electric Power,62
HVACTEMPLATE:SYSTEM:CONSTANTVOLUME,Design Size Maximum Outdoor Air Flow Rate,38
HVACTEMPLATE:SYSTEM:CONSTANTVOLUME,Design Size Minimum Outdoor Air Flow Rate,39
HVACTEMPLATE:SYSTEM:CONSTANTVOLUME,Design Size Supply Fan Maximum Flow Rate,3
HVACTEMPLATE:SYSTEM:CONSTANTVOLUME,Heating Coil Capacity,29
HVACTEMPLATE:SYSTEM:CONSTANTVOLUME,Humidifier Rated Electric Power,62
HVACTEMPLATE:SYSTEM:CONSTANTVOLUME,Maximum Outdoor Air Flow Rate,38
HVACTEMPLATE:SYSTEM:CONSTANTVOLUME,Minimum Outdoor Air Flow Rate,39
HVACTEMPLATE:SYSTEM:CONSTANTVOLUME,Supply Fan Maximum Flow Rate,3
HVACTEMPLATE:SYSTEM:DEDICATEDOUTDOORAIR,Design Size DX Cooling Coil Gross Rated Sensible Heat Ratio,20
HVACTEMPLATE:SYSTEM:DEDICATEDOUTDOORAIR,Design Size DX Cooling Coil Gross Rated Total Capacity,19
HVACTEMPLATE:SYSTEM:DEDICATEDOUTDOORAIR,Design Size Humidifier Rated Electric Power,43
HVACTEMPLATE:SYSTEM:DEDICATEDOUTDOORAIR,Design Size Supply Fan Flow Rate,4
HVACTEMPLATE:SYSTEM:DEDICATEDOUTDOORAIR,DX Cooling Coil Gross Rated Sensible Heat Ratio,20
HVACTEMPLATE:SYSTEM:DEDICATEDOUTDOORAIR,DX Cooling Coil Gross Rated Total Capacity,19
HVACTEMPLATE:SYSTEM:DEDICATEDOUTDOORAIR,Humidifier Rated Electric Power,43
HVACTEMPLATE:SYSTEM:DEDICATEDOUTDOORAIR,Supply Fan Flow Rate,4
HVACTEMPLATE:SYSTEM:DUALDUCT,Cold Duct Supply Fan Maximum Flow Rate,11
HVACTEMPLATE:SYSTEM:DUALDUCT,Design Size Cold Duct Supply Fan Maximum Flow Rate,11
HVACTEMPLATE:SYSTEM:DUALDUCT,Design Size Heating Coil Capacity,45
HVACTEMPLATE:SYSTEM:DUALDUCT,Design Size Hot Duct Supply Fan Maximum Flow Rate,19
HVACTEMPLATE:SYSTEM:DUALDUCT,Design Size Humidifier Rated Electric Power,81
HVACTEMPLATE:SYSTEM:DUALDUCT,Design Size Main Supply Fan Maximum Flow Rate,4
HVACTEMPLATE:SYSTEM:DUALDUCT,Design Size Maximum Outdoor Air Flow Rate,54
HVACTEMPLATE:SYSTEM:DUALDUCT,Design Size Minimum Outdoor Air Flow Rate,55
HVACTEMPLATE:SYSTEM:DUALDUCT,Heating Coil Capacity,45
HVACTEMPLATE:SYSTEM:DUALDUCT,Hot Duct Supply Fan Maximum Flow Rate,19
HVACTEMPLATE:SYSTEM:DUALDUCT,Humidifier Rated Electric Power,81
HVACTEMPLATE:SYSTEM:DUALDUCT,Main Supply Fan Maximum Flow Rate,4
HVACTEMPLATE:SYSTEM:DUALDUCT,Maximum Outdoor Air Flow Rate,54
HVACTEMPLATE:SYSTEM:DUALDUCT,Minimum Outdoor Air Flow Rate,55
HVACTEMPLATE:SYSTEM:PACKAGEDVAV,Cooling Coil Gross Rated Sensible Heat Ratio,15
HVACTEMPLATE:SYSTEM:PACKAGEDVAV,Cooling Coil Gross Rated Total Capacity,14
HVACTEMPLATE:SYSTEM:PACKAGEDVAV,Design Size Cooling Coil Gross Rated Sensible Heat Ratio,15
HVACTEMPLATE:SYSTEM:PACKAGEDVAV,Design Size Cooling Coil Gross Rated Total Capacity,14
HVACTEMPLATE:SYSTEM:PACKAGEDVAV,Design Size Heating Coil Capacity,21
HVACTEMPLATE:SYSTEM:PACKAGEDVAV,Design Size Humidifier Rated Electric Power,50
HVACTEMPLATE:SYSTEM:PACKAGEDVAV,Design Size Maximum Outdoor Air Flow Rate,24
HVACTEMPLATE:SYSTEM:PACKAGEDVAV,Design Size Minimum Outdoor Air Flow Rate,25
HVACTEMPLATE:SYSTEM:PACKAGEDVAV,Design Size Supply Fan Maximum Flow Rate,3
HVACTEMPLATE:SYSTEM:PACKAGEDVAV,Design Size Supply Fan Minimum Flow Rate,4
HVACTEMPLATE:SYSTEM:PACKAGEDVAV,Heating Coil Capacity,21
HVACTEMPLATE:SYSTEM:PACKAGEDVAV,Humidifier Rated Electric Power,50
HVACTEMPLATE:SYSTEM:PACKAGEDVAV,Maximum Outdoor Air Flow Rate,24
HVACTEMPLATE:SYSTEM:PACKAGEDVAV,Minimum Outdoor Air Flow Rate,25
HVACTEMPLATE:SYSTEM:PACKAGEDVAV,Supply Fan Maximum Flow Rate,3
HVACTEMPLATE:SYSTEM:PACKAGEDVAV,Supply Fan Minimum Flow Rate,4
HVACTEMPLATE:SYSTEM:UNITARY,Cooling Coil Gross Rated Sensible Heat Ratio,14
HVACTEMPLATE:SYSTEM:UNITARY,Cooling Coil Gross Rated Total Capacity,13
HVACTEMPLATE:SYSTEM:UNITARY,Design Size Cooling Coil Gross Rated Sensible Heat Ratio,14
HVACTEMPLATE:SYSTEM:UNITARY,Design Size Cooling Coil Gross Rated Total Capacity,13
HVACTEMPLATE:SYSTEM:UNITARY,Design Size Heating Coil Capacity,19
HVACTEMPLATE:SYSTEM:UNITARY,Design Size Humidifier Rated Electric Power,44
HVACTEMPLATE:SYSTEM:UNITARY,Design Size Maximum Outdoor Air Flow Rate,22
HVACTEMPLATE:SYSTEM:UNITARY,Design Size Minimum Outdoor Air Flow Rate,23
HVACTEMPLATE:SYSTEM:UNITARY,Design Size Supply Fan Maximum Flow Rate,4
HVACTEMPLATE:SYSTEM:UNITARY,Heating Coil Capacity,19
HVACTEMPLATE:SYSTEM:UNITARY,Humidifier Rated Electric Power,44
HVACTEMPLATE:SYSTEM:UNITARY,Maximum Outdoor Air Flow Rate,22
HVACTEMPLATE:SYSTEM:UNITARY,Minimum Outdoor Air Flow Rate,23
HVACTEMPLATE:SYSTEM:UNITARY,Supply Fan Maximum Flow Rate,4
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Cooling Coil Gross Rated Sensible Heat Ratio,17
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Cooling Coil Gross Rated Total Capacity,16
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Cooling Supply Air Flow Rate,4
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Design Size Cooling Coil Gross Rated Sensible Heat Ratio,17
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Design Size Cooling Coil Gross Rated Total Capacity,16
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Design Size Cooling Supply Air Flow Rate,4
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Design Size Heat Pump Heating Coil Gross Rated Capacity,22
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Design Size Heating Supply Air Flow Rate,5
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Design Size Humidifier Rated Electric Power,54
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Design Size Maximum Outdoor Air Flow Rate,35
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Design Size Minimum Outdoor Air Flow Rate,36
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Design Size No Load Supply Air Flow Rate,6
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Design Size Supplemental Heating Coil Capacity,31
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Heat Pump Heating Coil Gross Rated Capacity,22
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Heating Supply Air Flow Rate,5
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Humidifier Rated Electric Power,54
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Maximum Outdoor Air Flow Rate,35
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Minimum Outdoor Air Flow Rate,36
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,No Load Supply Air Flow Rate,6
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Supplemental Heating Coil Capacity,31
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Cooling Supply Air Flow Rate,5
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Design Size Cooling Supply Air Flow Rate,5
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Design Size DX Cooling Coil Gross Rated Sensible Heat Ratio,19
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Design Size DX Cooling Coil Gross Rated Total Capacity,18
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Design Size Heating Coil Gross Rated Capacity,25
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Design Size Heating Supply Air Flow Rate,6
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Design Size Humidifier Rated Electric Power,62
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Design Size Maximum Outdoor Air Flow Rate,40
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Design Size Minimum Outdoor Air Flow Rate,41
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Design Size No Load Supply Air Flow Rate,7
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Design Size Supplemental Heating or Reheat Coil Capacity,36
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,DX Cooling Coil Gross Rated Sensible Heat Ratio,19
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,DX Cooling Coil Gross Rated Total Capacity,18
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Heating Coil Gross Rated Capacity,25
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Heating Supply Air Flow Rate,6
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Humidifier Rated Electric Power,62
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Maximum Outdoor Air Flow Rate,40
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Minimum Outdoor Air Flow Rate,41
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,No Load Supply Air Flow Rate,7
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Supplemental Heating or Reheat Coil Capacity,36
HVACTEMPLATE:SYSTEM:VAV,Design Size Humidifier Rated Electric Power,52
HVACTEMPLATE:SYSTEM:VAV,Design Size Maximum Outdoor Air Flow Rate,25
HVACTEMPLATE:SYSTEM:VAV,Design Size Minimum Outdoor Air Flow Rate,26
HVACTEMPLATE:SYSTEM:VAV,Design Size Supply Fan Maximum Flow Rate,3
HVACTEMPLATE:SYSTEM:VAV,Design Size Supply Fan Minimum Flow Rate,4
HVACTEMPLATE:SYSTEM:VAV,Humidifier Rated Electric Power,52
HVACTEMPLATE:SYSTEM:VAV,Maximum Outdoor Air Flow Rate,25
HVACTEMPLATE:SYSTEM:VAV,Minimum Outdoor Air Flow Rate,26
HVACTEMPLATE:SYSTEM:VAV,Supply Fan Maximum Flow Rate,3
HVACTEMPLATE:SYSTEM:VAV,Supply Fan Minimum Flow Rate,4
HVACTEMPLATE:SYSTEM:VRF,Design Size Evaporative Condenser Air Flow Rate,32
HVACTEMPLATE:SYSTEM:VRF,Design Size Evaporative Condenser Pump Rated Power Consumption,33
HVACTEMPLATE:SYSTEM:VRF,Design Size Gross Rated Heating Capacity,7
HVACTEMPLATE:SYSTEM:VRF,Design Size Gross Rated Total Cooling Capacity,3
HVACTEMPLATE:SYSTEM:VRF,Design Size Resistive Defrost Heater Capacity,27
HVACTEMPLATE:SYSTEM:VRF,Design Size Water Condenser Volume Flow Rate,30
HVACTEMPLATE:SYSTEM:VRF,Evaporative Condenser Air Flow Rate,32
HVACTEMPLATE:SYSTEM:VRF,Evaporative Condenser Pump Rated Power Consumption,33
HVACTEMPLATE:SYSTEM:VRF,Gross Rated Heating Capacity,7
HVACTEMPLATE:SYSTEM:VRF,Gross Rated Total Cooling Capacity,3
HVACTEMPLATE:SYSTEM:VRF,Resistive Defrost Heater Capacity,27
HVACTEMPLATE:SYSTEM:VRF,Water Condenser Volume Flow Rate,30
HVACTEMPLATE:ZONE:BASEBOARDHEAT,Baseboard Heating Capacity,6
HVACTEMPLATE:ZONE:BASEBOARDHEAT,Design Size Baseboard Heating Capacity,6
HVACTEMPLATE:ZONE:CONSTANTVOLUME,Baseboard Heating Capacity,20
HVACTEMPLATE:ZONE:CONSTANTVOLUME,Design Size Baseboard Heating Capacity,20
HVACTEMPLATE:ZONE:CONSTANTVOLUME,Design Size Supply Air Maximum Flow Rate,4
HVACTEMPLATE:ZONE:CONSTANTVOLUME,Supply Air Maximum Flow Rate,4
HVACTEMPLATE:ZONE:DUALDUCT,Baseboard Heating Capacity,20
HVACTEMPLATE:ZONE:DUALDUCT,Design Size Baseboard Heating Capacity,20
HVACTEMPLATE:ZONE:DUALDUCT,Design Size Supply Air Maximum Flow Rate,4
HVACTEMPLATE:ZONE:DUALDUCT,Supply Air Maximum Flow Rate,4
HVACTEMPLATE:ZONE:FANCOIL,Baseboard Heating Capacity,34
HVACTEMPLATE:ZONE:FANCOIL,Design Size Baseboard Heating Capacity,34
