File Name,BldgLoc,BldgType,Story,BldgHVAC,BldgVint,TechGroup,TechType,TechID,Value/Program Version and Build (),Value/Weather File (),Area/Conditioned Total (m2),Electricity Intensity/HVAC (kWh/m2),Natural Gas Intensity/HVAC (kWh/m2),Electricity/Heating (kWh),Electricity/Cooling (kWh),Electricity/Interior Lighting (kWh),Electricity/Exterior Lighting (kWh),Electricity/Interior Equipment (kWh),Electricity/Exterior Equipment (kWh),Electricity/Fans (kWh),Electricity/Pumps (kWh),Electricity/Heat Rejection (kWh),Electricity/Humidification (kWh),Electricity/Heat Recovery (kWh),Electricity/Water Systems (kWh),Electricity/Refrigeration (kWh),Electricity/Generators (kWh),Natural Gas/Heating (kWh),Natural Gas/Cooling (kWh),Natural Gas/Interior Lighting (kWh),Natural Gas/Exterior Lighting (kWh),Natural Gas/Interior Equipment (kWh),Natural Gas/Exterior Equipment (kWh),Natural Gas/Fans (kWh),Natural Gas/Pumps (kWh),Natural Gas/Heat Rejection (kWh),Natural Gas/Humidification (kWh),Natural Gas/Heat Recovery (kWh),Natural Gas/Water Systems (kWh),Natural Gas/Refrigeration (kWh),Natural Gas/Generators (kWh)
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ04/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI/instance-out.sql,CZ04,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:06",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,135.06,2.15,30.92,0.0,234.9,687.53,457.71,4132.7,0.0,55.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.27,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4159.27,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ05/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI/instance-out.sql,CZ05,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:16",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,135.06,0.25,26.68,0.0,27.14,687.53,457.71,4132.7,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.39,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3593.15,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ05/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD/instance-out.sql,CZ05,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:23",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,135.06,0.25,26.68,0.0,27.14,687.53,457.71,4132.7,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.39,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3593.15,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ05/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI/instance-out.sql,CZ05,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:17",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,135.06,0.25,24.95,0.0,27.14,687.53,457.71,4132.7,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.39,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3358.84,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ05/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD/instance-out.sql,CZ05,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:27",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,135.06,0.25,24.37,0.0,27.14,687.53,457.71,4132.7,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.39,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3281.14,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ05/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI/instance-out.sql,CZ05,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:17",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,135.06,0.25,24.19,0.0,27.14,687.53,457.71,4132.7,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.39,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3256.32,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ05/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI/instance-out.sql,CZ05,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:17",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,135.06,0.25,23.66,0.0,27.14,687.53,457.71,4132.7,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.39,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3184.88,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ05/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD/instance-out.sql,CZ05,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:22",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,135.06,0.25,31.27,0.0,27.23,687.53,457.71,4132.7,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4212.51,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ05/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF/instance-out.sql,CZ05,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:22",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,135.06,0.25,31.59,0.0,27.23,687.53,457.71,4132.7,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4256.11,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ05/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI/instance-out.sql,CZ05,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:22",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,135.06,0.25,31.85,0.0,27.23,687.53,457.71,4132.7,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,4291.83,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ06/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI/instance-out.sql,CZ06,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:28",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,135.06,1.29,25.52,0.0,138.2,687.53,457.71,4132.7,0.0,35.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3446.83,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ06/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD/instance-out.sql,CZ06,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:38",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,135.06,1.29,25.52,0.0,138.2,687.53,457.71,4132.7,0.0,35.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3446.83,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ06/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI/instance-out.sql,CZ06,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:28",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,135.06,1.29,23.88,0.0,138.2,687.53,457.71,4132.7,0.0,35.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3225.24,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ06/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD/instance-out.sql,CZ06,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:39",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,135.06,1.29,23.34,0.0,138.2,687.53,457.71,4132.7,0.0,35.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3151.76,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ06/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI/instance-out.sql,CZ06,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:28",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,135.06,1.29,23.16,0.0,138.2,687.53,457.71,4132.7,0.0,35.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3128.29,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ06/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI/instance-out.sql,CZ06,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:33",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,135.06,1.29,22.66,0.0,138.2,687.53,457.71,4132.7,0.0,35.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3060.73,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ06/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD/instance-out.sql,CZ06,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:33",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,135.06,1.29,28.96,0.0,138.59,687.53,457.71,4132.7,0.0,35.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3911.88,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ06/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF/instance-out.sql,CZ06,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:33",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,135.06,1.29,29.26,0.0,138.59,687.53,457.71,4132.7,0.0,35.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3951.53,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ06/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI/instance-out.sql,CZ06,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:33",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,135.06,1.29,29.5,0.0,138.59,687.53,457.71,4132.7,0.0,35.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3984.0,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ07/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI/instance-out.sql,CZ07,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:39",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,135.06,2.57,25.36,0.0,279.59,687.53,457.71,4132.7,0.0,67.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3424.91,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ07/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD/instance-out.sql,CZ07,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:50",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,135.06,2.57,25.36,0.0,279.59,687.53,457.71,4132.7,0.0,67.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3424.91,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ07/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI/instance-out.sql,CZ07,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:39",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,135.06,2.57,23.73,0.0,279.59,687.53,457.71,4132.7,0.0,67.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3205.22,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ07/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD/instance-out.sql,CZ07,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:50",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,135.06,2.57,23.19,0.0,279.59,687.53,457.71,4132.7,0.0,67.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3132.38,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ07/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI/instance-out.sql,CZ07,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:44",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,135.06,2.57,23.02,0.0,279.59,687.53,457.71,4132.7,0.0,67.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3109.11,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ07/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI/instance-out.sql,CZ07,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:44",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,135.06,2.57,22.52,0.0,279.59,687.53,457.71,4132.7,0.0,67.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3042.13,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ07/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD/instance-out.sql,CZ07,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:49",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,135.06,2.58,28.66,0.0,280.2,687.53,457.71,4132.7,0.0,67.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3870.21,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ07/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF/instance-out.sql,CZ07,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.60 EF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:44",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,135.06,2.58,28.95,0.0,280.2,687.53,457.71,4132.7,0.0,67.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3909.31,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ07/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI/instance-out.sql,CZ07,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:44",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,135.06,2.58,29.18,0.0,280.2,687.53,457.71,4132.7,0.0,67.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3941.34,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ08/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI/instance-out.sql,CZ08,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:50",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,135.06,4.34,25.33,0.0,473.68,687.53,457.71,4132.7,0.0,112.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3420.97,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ08/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD/instance-out.sql,CZ08,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 01:00",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,135.06,4.34,25.33,0.0,473.68,687.53,457.71,4132.7,0.0,112.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3420.97,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ08/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI/instance-out.sql,CZ08,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:55",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,135.06,4.34,23.71,0.0,473.68,687.53,457.71,4132.7,0.0,112.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3201.63,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ08/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD/instance-out.sql,CZ08,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 01:01",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,135.06,4.34,23.17,0.0,473.68,687.53,457.71,4132.7,0.0,112.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3128.91,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ08/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI/instance-out.sql,CZ08,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:55",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,135.06,4.34,22.99,0.0,473.68,687.53,457.71,4132.7,0.0,112.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3105.67,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_Ex/runs/CZ08/DMo&1&DXGF&Ex&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI/instance-out.sql,CZ08,DMo,1,DXGF,Ex,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 00:55",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,135.06,4.34,22.5,0.0,473.68,687.53,457.71,4132.7,0.0,112.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3038.79,0.0,0.0
