File Name,BldgLoc,BldgType,Story,BldgHVAC,BldgVint,TechGroup,TechType,TechID,Value/Program Version and Build (),Value/Weather File (),Area/Conditioned Total (m2),Electricity Intensity/HVAC (kWh/m2),Natural Gas Intensity/HVAC (kWh/m2),Electricity/Heating (kWh),Electricity/Cooling (kWh),Electricity/Interior Lighting (kWh),Electricity/Exterior Lighting (kWh),Electricity/Interior Equipment (kWh),Electricity/Exterior Equipment (kWh),Electricity/Fans (kWh),Electricity/Pumps (kWh),Electricity/Heat Rejection (kWh),Electricity/Humidification (kWh),Electricity/Heat Recovery (kWh),Electricity/Water Systems (kWh),Electricity/Refrigeration (kWh),Electricity/Generators (kWh),Natural Gas/Heating (kWh),Natural Gas/Cooling (kWh),Natural Gas/Interior Lighting (kWh),Natural Gas/Exterior Lighting (kWh),Natural Gas/Interior Equipment (kWh),Natural Gas/Exterior Equipment (kWh),Natural Gas/Fans (kWh),Natural Gas/Pumps (kWh),Natural Gas/Heat Rejection (kWh),Natural Gas/Humidification (kWh),Natural Gas/Heat Recovery (kWh),Natural Gas/Water Systems (kWh),Natural Gas/Refrigeration (kWh),Natural Gas/Generators (kWh)
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ08/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI/instance-out.sql,CZ08,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:03",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,135.06,4.34,25.33,0.0,473.68,687.53,457.71,4132.7,0.0,112.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3420.97,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ08/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD/instance-out.sql,CZ08,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:10",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,135.06,4.34,25.33,0.0,473.68,687.53,457.71,4132.7,0.0,112.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3420.97,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ08/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI/instance-out.sql,CZ08,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:06",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,135.06,4.34,23.71,0.0,473.68,687.53,457.71,4132.7,0.0,112.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3201.63,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ08/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD/instance-out.sql,CZ08,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:11",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,135.06,4.34,23.17,0.0,473.68,687.53,457.71,4132.7,0.0,112.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3128.91,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ08/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI/instance-out.sql,CZ08,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:06",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,135.06,4.34,22.99,0.0,473.68,687.53,457.71,4132.7,0.0,112.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3105.67,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ08/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI/instance-out.sql,CZ08,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:07",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,135.06,4.34,22.5,0.0,473.68,687.53,457.71,4132.7,0.0,112.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3038.79,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ08/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD/instance-out.sql,CZ08,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:10",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,135.06,4.34,28.59,0.0,474.47,687.53,457.71,4132.7,0.0,112.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3861.09,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ08/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI/instance-out.sql,CZ08,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:09",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,135.06,4.34,29.11,0.0,474.47,687.53,457.71,4132.7,0.0,112.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3932.0,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ09/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI/instance-out.sql,CZ09,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:12",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,135.06,6.97,25.14,0.0,752.53,687.53,457.71,4132.7,0.0,188.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3395.24,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ09/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD/instance-out.sql,CZ09,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:19",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,135.06,6.97,25.14,0.0,752.53,687.53,457.71,4132.7,0.0,188.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3395.24,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ09/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI/instance-out.sql,CZ09,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:12",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,135.06,6.97,23.53,0.0,752.53,687.53,457.71,4132.7,0.0,188.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3178.13,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ09/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD/instance-out.sql,CZ09,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:19",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,135.06,6.97,23.0,0.0,752.53,687.53,457.71,4132.7,0.0,188.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3106.15,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ09/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI/instance-out.sql,CZ09,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:15",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,135.06,6.97,22.83,0.0,752.53,687.53,457.71,4132.7,0.0,188.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3083.15,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ09/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI/instance-out.sql,CZ09,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:15",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,135.06,6.97,22.34,0.0,752.53,687.53,457.71,4132.7,0.0,188.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3016.95,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ09/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD/instance-out.sql,CZ09,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:19",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,135.06,6.98,28.17,0.0,753.75,687.53,457.71,4132.7,0.0,188.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3805.11,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ09/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI/instance-out.sql,CZ09,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:15",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,135.06,6.98,28.69,0.0,753.75,687.53,457.71,4132.7,0.0,188.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3874.68,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ10/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI/instance-out.sql,CZ10,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:20",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,135.06,9.62,25.08,0.0,1066.46,687.53,457.71,4132.7,0.0,232.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3379.22,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ10/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD/instance-out.sql,CZ10,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:28",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,135.06,9.62,25.08,0.0,1066.46,687.53,457.71,4132.7,0.0,232.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3379.22,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ10/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI/instance-out.sql,CZ10,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:20",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,135.06,9.62,23.48,0.0,1066.46,687.53,457.71,4132.7,0.0,232.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3163.51,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ10/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD/instance-out.sql,CZ10,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:28",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,135.06,9.62,22.96,0.0,1066.46,687.53,457.71,4132.7,0.0,232.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3091.99,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ10/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI/instance-out.sql,CZ10,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:23",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,135.06,9.62,22.79,0.0,1066.46,687.53,457.71,4132.7,0.0,232.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3069.14,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ10/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI/instance-out.sql,CZ10,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:23",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,135.06,9.62,22.3,0.0,1066.46,687.53,457.71,4132.7,0.0,232.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3003.36,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ10/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD/instance-out.sql,CZ10,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:25",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,135.06,9.63,28.08,0.0,1067.57,687.53,457.71,4132.7,0.0,232.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3784.7,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ10/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI/instance-out.sql,CZ10,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:24",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,135.06,9.63,28.59,0.0,1067.57,687.53,457.71,4132.7,0.0,232.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3853.78,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ11/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI/instance-out.sql,CZ11,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:28",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,135.06,10.99,26.74,0.0,1225.57,687.53,457.71,4132.7,0.0,259.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.37,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3418.17,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ11/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD/instance-out.sql,CZ11,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:35",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,135.06,10.99,26.74,0.0,1225.57,687.53,457.71,4132.7,0.0,259.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.37,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3418.17,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ11/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI/instance-out.sql,CZ11,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:29",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,135.06,10.99,25.12,0.0,1225.57,687.53,457.71,4132.7,0.0,259.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.37,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3199.08,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ11/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI/instance-out.sql,CZ11,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.92 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:30",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,135.06,10.99,24.41,0.0,1225.57,687.53,457.71,4132.7,0.0,259.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.37,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3103.22,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ11/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD/instance-out.sql,CZ11,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:36",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,135.06,10.99,24.58,0.0,1225.57,687.53,457.71,4132.7,0.0,259.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.37,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3126.43,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ11/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI/instance-out.sql,CZ11,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.96 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:32",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,135.06,10.99,23.91,0.0,1225.57,687.53,457.71,4132.7,0.0,259.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.37,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3036.41,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ11/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD/instance-out.sql,CZ11,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.58 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:34",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,135.06,11.0,30.12,0.0,1226.46,687.53,457.71,4132.7,0.0,259.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.05,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3876.1,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ11/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI/instance-out.sql,CZ11,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Stor_UEF-40 gal-0.64 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:32",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,135.06,11.0,30.65,0.0,1226.46,687.53,457.71,4132.7,0.0,259.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.05,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3947.37,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ12/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI/instance-out.sql,CZ12,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:36",CA_STOCKTON-METRO-AP - USA Custom-724920 WMO#=724920,135.06,7.0,26.96,0.0,781.17,687.53,457.71,4132.7,0.0,164.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.45,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3468.36,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ12/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD/instance-out.sql,CZ12,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.81 UEF-MD,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:42",CA_STOCKTON-METRO-AP - USA Custom-724920 WMO#=724920,135.06,7.0,26.96,0.0,781.17,687.53,457.71,4132.7,0.0,164.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.45,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3468.36,0.0,0.0
SWWH013-04 Tankless Water Heater_DMo_New/runs/CZ12/DMo&1&DXGF&New&WaterHtg_eq__Instant_UEF/RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI/instance-out.sql,CZ12,DMo,1,DXGF,New,WaterHtg_eq,Instant_UEF,RG-WaterHtg_eq-Instant_UEF-0.87 UEF-HI,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.06.08 03:37",CA_STOCKTON-METRO-AP - USA Custom-724920 WMO#=724920,135.06,7.0,25.31,0.0,781.17,687.53,457.71,4132.7,0.0,164.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.45,0.0,0.0,0.0,1031.93,0.0,0.0,0.0,0.0,0.0,0.0,3244.89,0.0,0.0
