File Name,BldgLoc,BldgType,Story,BldgHVAC,BldgVint,TechGroup,TechType,TechID,Value/Program Version and Build,Value/Weather File,Area/Conditioned Total,Electricity Intensity/HVAC,Natural Gas Intensity/HVAC,Electricity/Heating,Electricity/Cooling,Electricity/Interior Lighting,Electricity/Exterior Lighting,Electricity/Interior Equipment,Electricity/Exterior Equipment,Electricity/Fans,Electricity/Pumps,Electricity/Heat Rejection,Electricity/Humidification,Electricity/Heat Recovery,Electricity/Water Systems,Electricity/Refrigeration,Electricity/Generators,Electricity/Total End Uses,Natural Gas/Heating,Natural Gas/Cooling,Natural Gas/Interior Lighting,Natural Gas/Exterior Lighting,Natural Gas/Interior Equipment,Natural Gas/Exterior Equipment,Natural Gas/Fans,Natural Gas/Pumps,Natural Gas/Heat Rejection,Natural Gas/Humidification,Natural Gas/Heat Recovery,Natural Gas/Water Systems,Natural Gas/Refrigeration,Natural Gas/Generators,Natural Gas/Total End Uses,Unmet Heating,Unmet Cooling,Area/CLASSROOM G.E1,Area/CLASSROOM G.NNE2,Area/CLASSROOM G.SSE3,Area/CLASSROOM G.W4,Area/CLASSROOM E1 WEST PERIM (G.W1),Area/CLASSROOM E2 NORTH PERIM (G.N3),Area/CLASSROOM E2 SOUTH PERIM (G.S2),Area/CLASSROOM E2 WEST PERIM (G.W1),Area/CLASSROOM E4 CORE (G.C6),Area/CLASSROOM E4 EAST PERIM (G.E2),Area/CLASSROOM E4 NORTH PERIM (G.N3),Area/CLASSROOM E4 SOUTH PERIM (G.S1),Area/CLASSROOM E4 WEST PERIM (G.W4),Area/COMPUTER CLASSROOM E4 CORE SPC (G.C5),Area/CLASSROOM EL1 SPC (G.1),Electricity:Facility [J](Hourly)
SWHC012-04 Occupancy Sensor_Ex/runs/CZ04/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ04,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:15",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,2322.43,115.4,34.86,0.0,41785.85,63471.11,0.0,82070.96,0.0,226225.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413553.72,4075.74,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,76890.76,0.0,0.0,123639.03,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,299297171.57767504
SWHC012-04 Occupancy Sensor_Ex/runs/CZ04/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ04,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:15",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,2322.43,87.95,35.91,0.0,40979.78,63471.11,0.0,82070.96,0.0,163273.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349794.9,6522.39,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,76869.55,0.0,0.0,126064.46,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,254244784.7425152
SWHC012-04 Occupancy Sensor_Ex/runs/CZ04/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,CZ04,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:15",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,89.3,94.72,37.14,163.88,1147.77,2170.58,0.0,2139.72,0.0,7147.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12769.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3316.57,0.0,0.0,3316.57,0.0,0.0,,,,,,,,,,,,,,,89.3,11399518.157700796
SWHC012-04 Occupancy Sensor_Ex/runs/CZ04/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,CZ04,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:15",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,89.3,69.38,37.14,77.69,752.02,2170.58,0.0,2139.72,0.0,5365.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10505.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3316.64,0.0,0.0,3316.64,0.0,0.0,,,,,,,,,,,,,,,89.3,8806302.84582166
SWHC012-04 Occupancy Sensor_Ex/runs/CZ03/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ03,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:15",CA_OAKLAND-METRO-AP - USA Custom-724930 WMO#=724930,5059.32,104.18,56.9,0.0,48929.66,197273.03,0.0,258328.15,0.0,478151.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982682.43,56148.2,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,231719.54,0.0,0.0,351962.03,0.0,0.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,629777177.870047
SWHC012-04 Occupancy Sensor_Ex/runs/CZ05/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP/instance-out.sql,CZ05,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:16",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,89.3,54.46,38.27,91.7,234.57,2170.58,0.0,2139.72,0.0,4536.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9173.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3417.4,0.0,0.0,3417.4,0.0,0.0,,,,,,,,,,,,,,,89.3,5647024.981628208
SWHC012-04 Occupancy Sensor_Ex/runs/CZ05/ERC&0&cDXHP&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXHP-NoOccSens/instance-out.sql,CZ05,ERC,0,cDXHP,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXHP-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:16",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,89.3,80.46,38.27,199.08,524.11,2170.58,0.0,2139.72,0.0,6461.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11495.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3417.35,0.0,0.0,3417.35,0.0,0.0,,,,,,,,,,,,,,,89.3,5348772.574967073
SWHC012-04 Occupancy Sensor_Ex/runs/CZ03/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ03,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:15",CA_OAKLAND-METRO-AP - USA Custom-724930 WMO#=724930,5059.32,94.95,56.01,0.0,44216.99,197273.03,0.0,258328.15,0.0,436188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936006.16,51635.11,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,231733.03,0.0,0.0,347462.43,0.83,0.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,585513545.4818051
SWHC012-04 Occupancy Sensor_Ex/runs/CZ06/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ06,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:16",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,2322.43,119.08,31.95,0.0,41390.01,63471.11,0.0,82070.96,0.0,235175.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422107.39,758.86,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,73440.21,0.0,0.0,116871.6,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,198111776.297872
SWHC012-04 Occupancy Sensor_Ex/runs/CZ05/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ05,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:16",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,2322.43,78.0,37.49,0.0,27227.93,63471.11,0.0,82070.96,0.0,153931.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326701.55,7352.9,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,79719.84,0.0,0.0,129745.27,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,173126178.17610914
SWHC012-04 Occupancy Sensor_Ex/runs/CZ05/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ05,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:16",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,2322.43,99.96,36.32,0.0,27594.03,63471.11,0.0,82070.96,0.0,204551.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377687.12,4617.31,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,79729.73,0.0,0.0,127019.57,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,208528699.30193394
SWHC012-04 Occupancy Sensor_Ex/runs/CZ05/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ05,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:16",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,5059.32,104.78,56.8,0.0,63818.71,197273.03,0.0,258328.15,0.0,466305.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985725.79,55627.04,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,231734.08,0.0,0.0,351455.41,0.0,0.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,531526140.7978537
SWHC012-04 Occupancy Sensor_Ex/runs/CZ06/EPr&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF-NoOccSens/instance-out.sql,CZ06,EPr,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF-NoOccSens,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:17",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,2322.43,86.67,32.05,0.0,39249.35,63471.11,0.0,82070.96,0.0,162030.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346821.87,1014.0,0.0,0.0,0.0,42672.53,0.0,0.0,0.0,0.0,0.0,0.0,73419.21,0.0,0.0,117105.74,0.0,0.0,534.27,308.54,308.54,311.6,,,,,,,,,,,,140986007.53880134
SWHC012-04 Occupancy Sensor_Ex/runs/CZ04/ESe&0&cDXGF&Ex&HV_Tech__OccSens/NE-HV_Tech-OccSens-cDXGF/instance-out.sql,CZ04,ESe,0,cDXGF,Ex,HV_Tech,OccSens,NE-HV_Tech-OccSens-cDXGF,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.04.10 13:15",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,5059.32,107.16,53.21,0.0,92457.82,197273.03,0.0,258328.15,0.0,449684.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997743.54,45471.79,0.0,0.0,0.0,64094.3,0.0,0.0,0.0,0.0,0.0,0.0,223743.98,0.0,0.0,333310.07,0.5,0.0,,,,,348.47,194.37,194.37,153.88,167.05,150.43,385.38,385.38,150.43,71.59,,738766097.5854304
