ver,pa,bldgtype,bldgloc,bldgvint,wt_vint,era
DEER2019,Any,MBT,CZ09,2007,2.956,Ex
DEER2019,Any,MBT,CZ09,2011,2.956,Ex
DEER2019,Any,MBT,CZ09,2015,2.218,Ex
DEER2019,Any,MBT,CZ09,2017,2.218,Rec
DEER2023,Any,MBT,CZ09,2020,1.48,Rec
DEER2023,Any,MBT,CZ09,2023,0.74,New
DEER2019,Any,MBT,CZ10,1975,9.86,Old
DEER2019,Any,MBT,CZ10,1985,21.472,Old
DEER2019,Any,MBT,CZ10,1996,13.2,Old
DEER2019,Any,MBT,CZ10,2003,11.506,Ex
DEER2019,Any,MBT,CZ10,2007,6.425,Ex
DEER2019,Any,MBT,CZ10,2011,6.425,Ex
DEER2019,Any,MBT,CZ10,2015,4.82,Ex
DEER2019,Any,MBT,CZ10,2017,4.82,Rec
DEER2023,Any,MBT,CZ10,2020,3.214,Rec
DEER2023,Any,MBT,CZ10,2023,1.607,New
DEER2019,Any,MBT,CZ11,1975,2.968,Old
DEER2019,Any,MBT,CZ11,1985,1.919,Old
DEER2019,Any,MBT,CZ11,1996,1.142,Old
DEER2019,Any,MBT,CZ11,2003,0.582,Ex
DEER2019,Any,MBT,CZ11,2007,0.324,Ex
DEER2019,Any,MBT,CZ11,2011,0.324,Ex
DEER2019,Any,MBT,CZ11,2015,0.243,Ex
DEER2019,Any,MBT,CZ11,2017,0.243,Rec
DEER2023,Any,MBT,CZ11,2020,0.162,Rec
DEER2023,Any,MBT,CZ11,2023,0.081,New
DEER2019,Any,MBT,CZ12,1975,12.779,Old
DEER2019,Any,MBT,CZ12,1985,7.629,Old
DEER2019,Any,MBT,CZ12,1996,3.643,Old
DEER2019,Any,MBT,CZ12,2003,2.069,Ex
DEER2019,Any,MBT,CZ12,2007,1.04,Ex
DEER2019,Any,MBT,CZ12,2011,1.04,Ex
DEER2019,Any,MBT,CZ12,2015,0.78,Ex
DEER2019,Any,MBT,CZ12,2017,0.78,Rec
DEER2023,Any,MBT,CZ12,2020,0.52,Rec
DEER2023,Any,MBT,CZ12,2023,0.26,New
DEER2019,Any,MBT,CZ13,1975,9.221,Old
DEER2019,Any,MBT,CZ13,1985,6.92,Old
DEER2019,Any,MBT,CZ13,1996,4.829,Old
DEER2019,Any,MBT,CZ13,2003,1.92,Ex
DEER2019,Any,MBT,CZ13,2007,1.213,Ex
DEER2019,Any,MBT,CZ13,2011,1.213,Ex
DEER2019,Any,MBT,CZ13,2015,0.909,Ex
DEER2019,Any,MBT,CZ13,2017,0.909,Rec
DEER2023,Any,MBT,CZ13,2020,0.608,Rec
DEER2023,Any,MBT,CZ13,2023,0.304,New
DEER2019,Any,MBT,CZ14,1975,3.815,Old
DEER2019,Any,MBT,CZ14,1985,3.922,Old
DEER2019,Any,MBT,CZ14,1996,2.363,Old
DEER2019,Any,MBT,CZ14,2003,1.783,Ex
DEER2019,Any,MBT,CZ14,2007,0.989,Ex
DEER2019,Any,MBT,CZ14,2011,0.989,Ex
DEER2019,Any,MBT,CZ14,2015,0.741,Ex
DEER2019,Any,MBT,CZ14,2017,0.741,Rec
DEER2023,Any,MBT,CZ14,2020,0.496,Rec
DEER2023,Any,MBT,CZ14,2023,0.248,New
DEER2019,Any,MBT,CZ15,1975,2.911,Old
DEER2019,Any,MBT,CZ15,1985,6.767,Old
DEER2019,Any,MBT,CZ15,1996,4.121,Old
DEER2019,Any,MBT,CZ15,2003,3.838,Ex
DEER2019,Any,MBT,CZ15,2007,2.134,Ex
DEER2019,Any,MBT,CZ15,2011,2.134,Ex
DEER2019,Any,MBT,CZ15,2015,1.6,Ex
DEER2019,Any,MBT,CZ15,2017,1.6,Rec
DEER2023,Any,MBT,CZ15,2020,1.066,Rec
DEER2023,Any,MBT,CZ15,2023,0.533,New
DEER2019,Any,MBT,CZ16,1975,2.49,Old
DEER2019,Any,MBT,CZ16,1985,2.732,Old
DEER2019,Any,MBT,CZ16,1996,1.827,Old
DEER2019,Any,MBT,CZ16,2003,1.186,Ex
DEER2019,Any,MBT,CZ16,2007,0.674,Ex
DEER2019,Any,MBT,CZ16,2011,0.674,Ex
DEER2019,Any,MBT,CZ16,2015,0.506,Ex
DEER2019,Any,MBT,CZ16,2017,0.506,Rec
DEER2023,Any,MBT,CZ16,2020,0.338,Rec
DEER2023,Any,MBT,CZ16,2023,0.169,New
DEER2019,Any,MLI,CZ01,1975,0.491,Old
DEER2019,Any,MLI,CZ01,1985,0.233,Old
DEER2019,Any,MLI,CZ01,1996,0.158,Old
DEER2019,Any,MLI,CZ01,2003,0.071,Ex
DEER2019,Any,MLI,CZ01,2007,0.035,Ex
DEER2019,Any,MLI,CZ01,2011,0.035,Ex
DEER2019,Any,MLI,CZ01,2015,0.026,Ex
DEER2019,Any,MLI,CZ01,2017,0.026,Rec
DEER2023,Any,MLI,CZ01,2020,0.018,Rec
DEER2023,Any,MLI,CZ01,2023,0.009,New
DEER2019,Any,MLI,CZ02,1975,5.202,Old
DEER2019,Any,MLI,CZ02,1985,2.346,Old
DEER2019,Any,MLI,CZ02,1996,1.186,Old
DEER2019,Any,MLI,CZ02,2003,0.597,Ex
DEER2019,Any,MLI,CZ02,2007,0.269,Ex
DEER2019,Any,MLI,CZ02,2011,0.269,Ex
DEER2019,Any,MLI,CZ02,2015,0.202,Ex
DEER2019,Any,MLI,CZ02,2017,0.202,Rec
DEER2023,Any,MLI,CZ02,2020,0.134,Rec
DEER2023,Any,MLI,CZ02,2023,0.067,New
DEER2019,Any,MLI,CZ03,1975,29.94,Old
DEER2019,Any,MLI,CZ03,1985,8.93,Old
DEER2019,Any,MLI,CZ03,1996,5.631,Old
DEER2019,Any,MLI,CZ03,2003,3.032,Ex
DEER2019,Any,MLI,CZ03,2007,1.046,Ex
DEER2019,Any,MLI,CZ03,2011,1.046,Ex
DEER2019,Any,MLI,CZ03,2015,0.784,Ex
DEER2019,Any,MLI,CZ03,2017,0.784,Rec
DEER2023,Any,MLI,CZ03,2020,0.522,Rec
DEER2023,Any,MLI,CZ03,2023,0.261,New
DEER2019,Any,MLI,CZ04,1975,13.005,Old
DEER2019,Any,MLI,CZ04,1985,7.296,Old
DEER2019,Any,MLI,CZ04,1996,3.172,Old
DEER2019,Any,MLI,CZ04,2003,1.566,Ex
DEER2019,Any,MLI,CZ04,2007,0.795,Ex
DEER2019,Any,MLI,CZ04,2011,0.795,Ex
DEER2019,Any,MLI,CZ04,2015,0.597,Ex
DEER2019,Any,MLI,CZ04,2017,0.597,Rec
DEER2023,Any,MLI,CZ04,2020,0.398,Rec
DEER2023,Any,MLI,CZ04,2023,0.199,New
DEER2019,Any,MLI,CZ05,1975,1.983,Old
DEER2019,Any,MLI,CZ05,1985,1.102,Old
DEER2019,Any,MLI,CZ05,1996,0.491,Old
DEER2019,Any,MLI,CZ05,2003,0.243,Ex
DEER2019,Any,MLI,CZ05,2007,0.131,Ex
DEER2019,Any,MLI,CZ05,2011,0.131,Ex
DEER2019,Any,MLI,CZ05,2015,0.097,Ex
DEER2019,Any,MLI,CZ05,2017,0.097,Rec
DEER2023,Any,MLI,CZ05,2020,0.064,Rec
DEER2023,Any,MLI,CZ05,2023,0.032,New
DEER2019,Any,MLI,CZ06,1975,38.308,Old
DEER2019,Any,MLI,CZ06,1985,20.363,Old
DEER2019,Any,MLI,CZ06,1996,10.073,Old
DEER2019,Any,MLI,CZ06,2003,4.977,Ex
DEER2019,Any,MLI,CZ06,2007,3.124,Ex
DEER2019,Any,MLI,CZ06,2011,3.124,Ex
DEER2019,Any,MLI,CZ06,2015,2.342,Ex
DEER2019,Any,MLI,CZ06,2017,2.342,Rec
DEER2023,Any,MLI,CZ06,2020,1.562,Rec
DEER2023,Any,MLI,CZ06,2023,0.781,New
DEER2019,Any,MLI,CZ07,1975,3.896,Old
DEER2019,Any,MLI,CZ07,1985,5.952,Old
DEER2019,Any,MLI,CZ07,1996,3.888,Old
DEER2019,Any,MLI,CZ07,2003,1.935,Ex
DEER2019,Any,MLI,CZ07,2007,1.142,Ex
DEER2019,Any,MLI,CZ07,2011,1.142,Ex
DEER2019,Any,MLI,CZ07,2015,0.856,Ex
DEER2019,Any,MLI,CZ07,2017,0.856,Rec
DEER2023,Any,MLI,CZ07,2020,0.572,Rec
DEER2023,Any,MLI,CZ07,2023,0.286,New
DEER2019,Any,MLI,CZ08,1975,56.735,Old
DEER2019,Any,MLI,CZ08,1985,29.819,Old
DEER2019,Any,MLI,CZ08,1996,14.824,Old
DEER2019,Any,MLI,CZ08,2003,7.329,Ex
DEER2019,Any,MLI,CZ08,2007,4.568,Ex
DEER2019,Any,MLI,CZ08,2011,4.568,Ex
DEER2019,Any,MLI,CZ08,2015,3.426,Ex
DEER2019,Any,MLI,CZ08,2017,3.426,Rec
DEER2023,Any,MLI,CZ08,2020,2.284,Rec
DEER2023,Any,MLI,CZ08,2023,1.142,New
DEER2019,Any,MLI,CZ09,1975,38.377,Old
DEER2019,Any,MLI,CZ09,1985,18.807,Old
DEER2019,Any,MLI,CZ09,1996,10.565,Old
DEER2019,Any,MLI,CZ09,2003,5.205,Ex
DEER2019,Any,MLI,CZ09,2007,2.956,Ex
DEER2019,Any,MLI,CZ09,2011,2.956,Ex
DEER2019,Any,MLI,CZ09,2015,2.218,Ex
DEER2019,Any,MLI,CZ09,2017,2.218,Rec
DEER2023,Any,MLI,CZ09,2020,1.48,Rec
DEER2023,Any,MLI,CZ09,2023,0.74,New
DEER2019,Any,MLI,CZ10,1975,9.86,Old
DEER2019,Any,MLI,CZ10,1985,21.472,Old
DEER2019,Any,MLI,CZ10,1996,13.2,Old
DEER2019,Any,MLI,CZ10,2003,11.506,Ex
DEER2019,Any,MLI,CZ10,2007,6.425,Ex
DEER2019,Any,MLI,CZ10,2011,6.425,Ex
DEER2019,Any,MLI,CZ10,2015,4.82,Ex
DEER2019,Any,MLI,CZ10,2017,4.82,Rec
DEER2023,Any,MLI,CZ10,2020,3.214,Rec
DEER2023,Any,MLI,CZ10,2023,1.607,New
DEER2019,Any,MLI,CZ11,1975,2.968,Old
DEER2019,Any,MLI,CZ11,1985,1.919,Old
DEER2019,Any,MLI,CZ11,1996,1.142,Old
DEER2019,Any,MLI,CZ11,2003,0.582,Ex
DEER2019,Any,MLI,CZ11,2007,0.324,Ex
DEER2019,Any,MLI,CZ11,2011,0.324,Ex
DEER2019,Any,MLI,CZ11,2015,0.243,Ex
DEER2019,Any,MLI,CZ11,2017,0.243,Rec
DEER2023,Any,MLI,CZ11,2020,0.162,Rec
DEER2023,Any,MLI,CZ11,2023,0.081,New
DEER2019,Any,MLI,CZ12,1975,12.779,Old
DEER2019,Any,MLI,CZ12,1985,7.629,Old
DEER2019,Any,MLI,CZ12,1996,3.643,Old
DEER2019,Any,MLI,CZ12,2003,2.069,Ex
DEER2019,Any,MLI,CZ12,2007,1.04,Ex
DEER2019,Any,MLI,CZ12,2011,1.04,Ex
DEER2019,Any,MLI,CZ12,2015,0.78,Ex
DEER2019,Any,MLI,CZ12,2017,0.78,Rec
DEER2023,Any,MLI,CZ12,2020,0.52,Rec
DEER2023,Any,MLI,CZ12,2023,0.26,New
DEER2019,Any,MLI,CZ13,1975,9.221,Old
DEER2019,Any,MLI,CZ13,1985,6.92,Old
DEER2019,Any,MLI,CZ13,1996,4.829,Old
DEER2019,Any,MLI,CZ13,2003,1.92,Ex
DEER2019,Any,MLI,CZ13,2007,1.213,Ex
DEER2019,Any,MLI,CZ13,2011,1.213,Ex
DEER2019,Any,MLI,CZ13,2015,0.909,Ex
DEER2019,Any,MLI,CZ13,2017,0.909,Rec
DEER2023,Any,MLI,CZ13,2020,0.608,Rec
DEER2023,Any,MLI,CZ13,2023,0.304,New
DEER2019,Any,MLI,CZ14,1975,3.815,Old
DEER2019,Any,MLI,CZ14,1985,3.922,Old
DEER2019,Any,MLI,CZ14,1996,2.363,Old
DEER2019,Any,MLI,CZ14,2003,1.783,Ex
DEER2019,Any,MLI,CZ14,2007,0.989,Ex
DEER2019,Any,MLI,CZ14,2011,0.989,Ex
DEER2019,Any,MLI,CZ14,2015,0.741,Ex
DEER2019,Any,MLI,CZ14,2017,0.741,Rec
DEER2023,Any,MLI,CZ14,2020,0.496,Rec
DEER2023,Any,MLI,CZ14,2023,0.248,New
DEER2019,Any,MLI,CZ15,1975,2.911,Old
DEER2019,Any,MLI,CZ15,1985,6.767,Old
DEER2019,Any,MLI,CZ15,1996,4.121,Old
DEER2019,Any,MLI,CZ15,2003,3.838,Ex
DEER2019,Any,MLI,CZ15,2007,2.134,Ex
DEER2019,Any,MLI,CZ15,2011,2.134,Ex
DEER2019,Any,MLI,CZ15,2015,1.6,Ex
DEER2019,Any,MLI,CZ15,2017,1.6,Rec
DEER2023,Any,MLI,CZ15,2020,1.066,Rec
DEER2023,Any,MLI,CZ15,2023,0.533,New
DEER2019,Any,MLI,CZ16,1975,2.49,Old
DEER2019,Any,MLI,CZ16,1985,2.732,Old
DEER2019,Any,MLI,CZ16,1996,1.827,Old
DEER2019,Any,MLI,CZ16,2003,1.186,Ex
DEER2019,Any,MLI,CZ16,2007,0.674,Ex
DEER2019,Any,MLI,CZ16,2011,0.674,Ex
DEER2019,Any,MLI,CZ16,2015,0.506,Ex
DEER2019,Any,MLI,CZ16,2017,0.506,Rec
DEER2023,Any,MLI,CZ16,2020,0.338,Rec
DEER2023,Any,MLI,CZ16,2023,0.169,New
DEER2019,Any,Mtl,CZ01,1975,0.321,Old
DEER2019,Any,Mtl,CZ01,1985,0.298,Old
DEER2019,Any,Mtl,CZ01,1996,0.086,Old
DEER2019,Any,Mtl,CZ01,2003,0.119,Ex
DEER2019,Any,Mtl,CZ01,2007,0.038,Ex
DEER2019,Any,Mtl,CZ01,2011,0.038,Ex
DEER2019,Any,Mtl,CZ01,2015,0.029,Ex
DEER2019,Any,Mtl,CZ01,2017,0.029,Rec
DEER2023,Any,Mtl,CZ01,2020,0.02,Rec
DEER2023,Any,Mtl,CZ01,2023,0.01,New
DEER2019,Any,Mtl,CZ02,1975,1.545,Old
DEER2019,Any,Mtl,CZ02,1985,1.332,Old
DEER2019,Any,Mtl,CZ02,1996,0.612,Old
DEER2019,Any,Mtl,CZ02,2003,0.362,Ex
DEER2019,Any,Mtl,CZ02,2007,0.168,Ex
DEER2019,Any,Mtl,CZ02,2011,0.168,Ex
DEER2019,Any,Mtl,CZ02,2015,0.126,Ex
DEER2019,Any,Mtl,CZ02,2017,0.126,Rec
DEER2023,Any,Mtl,CZ02,2020,0.084,Rec
DEER2023,Any,Mtl,CZ02,2023,0.042,New
DEER2019,Any,Mtl,CZ03,1975,11.887,Old
DEER2019,Any,Mtl,CZ03,1985,7.67,Old
DEER2019,Any,Mtl,CZ03,1996,3.548,Old
DEER2019,Any,Mtl,CZ03,2003,1.994,Ex
DEER2019,Any,Mtl,CZ03,2007,0.502,Ex
DEER2019,Any,Mtl,CZ03,2011,0.502,Ex
DEER2019,Any,Mtl,CZ03,2015,0.376,Ex
DEER2019,Any,Mtl,CZ03,2017,0.376,Rec
DEER2023,Any,Mtl,CZ03,2020,0.25,Rec
DEER2023,Any,Mtl,CZ03,2023,0.125,New
DEER2019,Any,Mtl,CZ04,1975,3.175,Old
DEER2019,Any,Mtl,CZ04,1985,2.811,Old
DEER2019,Any,Mtl,CZ04,1996,1.38,Old
DEER2019,Any,Mtl,CZ04,2003,0.699,Ex
DEER2019,Any,Mtl,CZ04,2007,0.372,Ex
DEER2019,Any,Mtl,CZ04,2011,0.372,Ex
DEER2019,Any,Mtl,CZ04,2015,0.279,Ex
DEER2019,Any,Mtl,CZ04,2017,0.279,Rec
DEER2023,Any,Mtl,CZ04,2020,0.186,Rec
DEER2023,Any,Mtl,CZ04,2023,0.093,New
DEER2019,Any,Mtl,CZ05,1975,1.427,Old
DEER2019,Any,Mtl,CZ05,1985,1.308,Old
DEER2019,Any,Mtl,CZ05,1996,0.613,Old
DEER2019,Any,Mtl,CZ05,2003,0.312,Ex
DEER2019,Any,Mtl,CZ05,2007,0.164,Ex
DEER2019,Any,Mtl,CZ05,2011,0.164,Ex
DEER2019,Any,Mtl,CZ05,2015,0.123,Ex
DEER2019,Any,Mtl,CZ05,2017,0.123,Rec
DEER2023,Any,Mtl,CZ05,2020,0.082,Rec
DEER2023,Any,Mtl,CZ05,2023,0.041,New
DEER2019,Any,Mtl,CZ06,1975,13.032,Old
DEER2019,Any,Mtl,CZ06,1985,16.783,Old
DEER2019,Any,Mtl,CZ06,1996,4.515,Old
DEER2019,Any,Mtl,CZ06,2003,2.504,Ex
DEER2019,Any,Mtl,CZ06,2007,1.119,Ex
DEER2019,Any,Mtl,CZ06,2011,1.119,Ex
DEER2019,Any,Mtl,CZ06,2015,0.839,Ex
DEER2019,Any,Mtl,CZ06,2017,0.839,Rec
DEER2023,Any,Mtl,CZ06,2020,0.56,Rec
DEER2023,Any,Mtl,CZ06,2023,0.28,New
DEER2019,Any,Mtl,CZ07,1975,3.981,Old
DEER2019,Any,Mtl,CZ07,1985,7.554,Old
DEER2019,Any,Mtl,CZ07,1996,1.63,Old
DEER2019,Any,Mtl,CZ07,2003,2.344,Ex
DEER2019,Any,Mtl,CZ07,2007,1.292,Ex
DEER2019,Any,Mtl,CZ07,2011,1.292,Ex
DEER2019,Any,Mtl,CZ07,2015,0.969,Ex
DEER2019,Any,Mtl,CZ07,2017,0.969,Rec
DEER2023,Any,Mtl,CZ07,2020,0.646,Rec
DEER2023,Any,Mtl,CZ07,2023,0.323,New
DEER2019,Any,Mtl,CZ08,1975,9.31,Old
DEER2019,Any,Mtl,CZ08,1985,11.38,Old
DEER2019,Any,Mtl,CZ08,1996,3.123,Old
DEER2019,Any,Mtl,CZ08,2003,1.656,Ex
DEER2019,Any,Mtl,CZ08,2007,0.781,Ex
DEER2019,Any,Mtl,CZ08,2011,0.781,Ex
DEER2019,Any,Mtl,CZ08,2015,0.586,Ex
DEER2019,Any,Mtl,CZ08,2017,0.586,Rec
DEER2023,Any,Mtl,CZ08,2020,0.39,Rec
DEER2023,Any,Mtl,CZ08,2023,0.195,New
DEER2019,Any,Mtl,CZ09,1975,10.942,Old
DEER2019,Any,Mtl,CZ09,1985,11.953,Old
DEER2019,Any,Mtl,CZ09,1996,3.416,Old
DEER2019,Any,Mtl,CZ09,2003,1.51,Ex
DEER2019,Any,Mtl,CZ09,2007,1.162,Ex
DEER2019,Any,Mtl,CZ09,2011,1.162,Ex
DEER2019,Any,Mtl,CZ09,2015,0.872,Ex
DEER2019,Any,Mtl,CZ09,2017,0.872,Rec
DEER2023,Any,Mtl,CZ09,2020,0.58,Rec
DEER2023,Any,Mtl,CZ09,2023,0.29,New
DEER2019,Any,Mtl,CZ10,1975,1.419,Old
DEER2019,Any,Mtl,CZ10,1985,3.739,Old
DEER2019,Any,Mtl,CZ10,1996,0.685,Old
DEER2019,Any,Mtl,CZ10,2003,1.056,Ex
DEER2019,Any,Mtl,CZ10,2007,0.577,Ex
DEER2019,Any,Mtl,CZ10,2011,0.577,Ex
DEER2019,Any,Mtl,CZ10,2015,0.432,Ex
DEER2019,Any,Mtl,CZ10,2017,0.432,Rec
DEER2023,Any,Mtl,CZ10,2020,0.29,Rec
DEER2023,Any,Mtl,CZ10,2023,0.145,New
DEER2019,Any,Mtl,CZ11,1975,1.044,Old
DEER2019,Any,Mtl,CZ11,1985,0.65,Old
DEER2019,Any,Mtl,CZ11,1996,0.23,Old
DEER2019,Any,Mtl,CZ11,2003,0.206,Ex
DEER2019,Any,Mtl,CZ11,2007,0.11,Ex
DEER2019,Any,Mtl,CZ11,2011,0.11,Ex
DEER2019,Any,Mtl,CZ11,2015,0.082,Ex
DEER2019,Any,Mtl,CZ11,2017,0.082,Rec
DEER2023,Any,Mtl,CZ11,2020,0.054,Rec
DEER2023,Any,Mtl,CZ11,2023,0.027,New
DEER2019,Any,Mtl,CZ12,1975,3.052,Old
DEER2019,Any,Mtl,CZ12,1985,2.133,Old
DEER2019,Any,Mtl,CZ12,1996,1.252,Old
DEER2019,Any,Mtl,CZ12,2003,0.754,Ex
DEER2019,Any,Mtl,CZ12,2007,0.422,Ex
DEER2019,Any,Mtl,CZ12,2011,0.422,Ex
DEER2019,Any,Mtl,CZ12,2015,0.316,Ex
DEER2019,Any,Mtl,CZ12,2017,0.316,Rec
DEER2023,Any,Mtl,CZ12,2020,0.21,Rec
DEER2023,Any,Mtl,CZ12,2023,0.105,New
DEER2019,Any,Mtl,CZ13,1975,2.667,Old
DEER2019,Any,Mtl,CZ13,1985,1.861,Old
DEER2019,Any,Mtl,CZ13,1996,0.673,Old
DEER2019,Any,Mtl,CZ13,2003,0.479,Ex
DEER2019,Any,Mtl,CZ13,2007,0.291,Ex
DEER2019,Any,Mtl,CZ13,2011,0.291,Ex
DEER2019,Any,Mtl,CZ13,2015,0.217,Ex
DEER2019,Any,Mtl,CZ13,2017,0.217,Rec
DEER2023,Any,Mtl,CZ13,2020,0.148,Rec
DEER2023,Any,Mtl,CZ13,2023,0.074,New
DEER2019,Any,Mtl,CZ14,1975,0.685,Old
DEER2019,Any,Mtl,CZ14,1985,1.427,Old
DEER2019,Any,Mtl,CZ14,1996,0.31,Old
DEER2019,Any,Mtl,CZ14,2003,0.303,Ex
DEER2019,Any,Mtl,CZ14,2007,0.209,Ex
DEER2019,Any,Mtl,CZ14,2011,0.209,Ex
DEER2019,Any,Mtl,CZ14,2015,0.157,Ex
DEER2019,Any,Mtl,CZ14,2017,0.157,Rec
DEER2023,Any,Mtl,CZ14,2020,0.104,Rec
DEER2023,Any,Mtl,CZ14,2023,0.052,New
DEER2019,Any,Mtl,CZ15,1975,2.531,Old
DEER2019,Any,Mtl,CZ15,1985,7.475,Old
DEER2019,Any,Mtl,CZ15,1996,1.3,Old
DEER2019,Any,Mtl,CZ15,2003,2.05,Ex
DEER2019,Any,Mtl,CZ15,2007,1.116,Ex
DEER2019,Any,Mtl,CZ15,2011,1.116,Ex
DEER2019,Any,Mtl,CZ15,2015,0.837,Ex
DEER2019,Any,Mtl,CZ15,2017,0.837,Rec
DEER2023,Any,Mtl,CZ15,2020,0.556,Rec
DEER2023,Any,Mtl,CZ15,2023,0.278,New
DEER2019,Any,Mtl,CZ16,1975,1.514,Old
DEER2019,Any,Mtl,CZ16,1985,1.965,Old
DEER2019,Any,Mtl,CZ16,1996,0.607,Old
DEER2019,Any,Mtl,CZ16,2003,0.323,Ex
DEER2019,Any,Mtl,CZ16,2007,0.275,Ex
DEER2019,Any,Mtl,CZ16,2011,0.275,Ex
DEER2019,Any,Mtl,CZ16,2015,0.207,Ex
DEER2019,Any,Mtl,CZ16,2017,0.207,Rec
DEER2023,Any,Mtl,CZ16,2020,0.138,Rec
DEER2023,Any,Mtl,CZ16,2023,0.069,New
DEER2019,Any,Nrs,CZ01,1975,0.388,Old
DEER2019,Any,Nrs,CZ01,1985,0.124,Old
DEER2019,Any,Nrs,CZ01,1996,0.102,Old
DEER2019,Any,Nrs,CZ01,2003,0.08,Ex
DEER2019,Any,Nrs,CZ01,2007,0.022,Ex
DEER2019,Any,Nrs,CZ01,2011,0.022,Ex
DEER2019,Any,Nrs,CZ01,2015,0.017,Ex
DEER2019,Any,Nrs,CZ01,2017,0.017,Rec
DEER2023,Any,Nrs,CZ01,2020,0.012,Rec
DEER2023,Any,Nrs,CZ01,2023,0.006,New
DEER2019,Any,Nrs,CZ02,1975,2.857,Old
DEER2019,Any,Nrs,CZ02,1985,1.531,Old
DEER2019,Any,Nrs,CZ02,1996,0.901,Old
DEER2019,Any,Nrs,CZ02,2003,0.433,Ex
DEER2019,Any,Nrs,CZ02,2007,0.213,Ex
DEER2019,Any,Nrs,CZ02,2011,0.213,Ex
DEER2019,Any,Nrs,CZ02,2015,0.16,Ex
DEER2019,Any,Nrs,CZ02,2017,0.16,Rec
DEER2023,Any,Nrs,CZ02,2020,0.106,Rec
DEER2023,Any,Nrs,CZ02,2023,0.053,New
DEER2019,Any,Nrs,CZ03,1975,9.813,Old
DEER2019,Any,Nrs,CZ03,1985,4.185,Old
DEER2019,Any,Nrs,CZ03,1996,2.546,Old
DEER2019,Any,Nrs,CZ03,2003,0.578,Ex
DEER2019,Any,Nrs,CZ03,2007,0.582,Ex
DEER2019,Any,Nrs,CZ03,2011,0.582,Ex
DEER2019,Any,Nrs,CZ03,2015,0.437,Ex
DEER2019,Any,Nrs,CZ03,2017,0.437,Rec
DEER2023,Any,Nrs,CZ03,2020,0.292,Rec
DEER2023,Any,Nrs,CZ03,2023,0.146,New
DEER2019,Any,Nrs,CZ04,1975,3.687,Old
DEER2019,Any,Nrs,CZ04,1985,2.173,Old
DEER2019,Any,Nrs,CZ04,1996,1.239,Old
DEER2019,Any,Nrs,CZ04,2003,0.629,Ex
DEER2019,Any,Nrs,CZ04,2007,0.298,Ex
DEER2019,Any,Nrs,CZ04,2011,0.298,Ex
DEER2019,Any,Nrs,CZ04,2015,0.223,Ex
DEER2019,Any,Nrs,CZ04,2017,0.223,Rec
DEER2023,Any,Nrs,CZ04,2020,0.15,Rec
DEER2023,Any,Nrs,CZ04,2023,0.075,New
DEER2019,Any,Nrs,CZ05,1975,1.459,Old
DEER2019,Any,Nrs,CZ05,1985,0.943,Old
DEER2019,Any,Nrs,CZ05,1996,0.371,Old
DEER2019,Any,Nrs,CZ05,2003,0.262,Ex
DEER2019,Any,Nrs,CZ05,2007,0.095,Ex
DEER2019,Any,Nrs,CZ05,2011,0.095,Ex
DEER2019,Any,Nrs,CZ05,2015,0.072,Ex
DEER2019,Any,Nrs,CZ05,2017,0.072,Rec
DEER2023,Any,Nrs,CZ05,2020,0.046,Rec
DEER2023,Any,Nrs,CZ05,2023,0.023,New
DEER2019,Any,Nrs,CZ06,1975,14.659,Old
DEER2019,Any,Nrs,CZ06,1985,9.513,Old
DEER2019,Any,Nrs,CZ06,1996,2.893,Old
DEER2019,Any,Nrs,CZ06,2003,2.648,Ex
DEER2019,Any,Nrs,CZ06,2007,0.854,Ex
DEER2019,Any,Nrs,CZ06,2011,0.854,Ex
DEER2019,Any,Nrs,CZ06,2015,0.641,Ex
DEER2019,Any,Nrs,CZ06,2017,0.641,Rec
DEER2023,Any,Nrs,CZ06,2020,0.428,Rec
DEER2023,Any,Nrs,CZ06,2023,0.214,New
DEER2019,Any,Nrs,CZ07,1975,4.645,Old
DEER2019,Any,Nrs,CZ07,1985,4.609,Old
DEER2019,Any,Nrs,CZ07,1996,1.501,Old
DEER2019,Any,Nrs,CZ07,2003,0.928,Ex
DEER2019,Any,Nrs,CZ07,2007,0.334,Ex
DEER2019,Any,Nrs,CZ07,2011,0.334,Ex
DEER2019,Any,Nrs,CZ07,2015,0.25,Ex
DEER2019,Any,Nrs,CZ07,2017,0.25,Rec
DEER2023,Any,Nrs,CZ07,2020,0.166,Rec
DEER2023,Any,Nrs,CZ07,2023,0.083,New
DEER2019,Any,Nrs,CZ08,1975,16.721,Old
DEER2019,Any,Nrs,CZ08,1985,10.594,Old
DEER2019,Any,Nrs,CZ08,1996,3.237,Old
DEER2019,Any,Nrs,CZ08,2003,2.969,Ex
DEER2019,Any,Nrs,CZ08,2007,0.989,Ex
DEER2019,Any,Nrs,CZ08,2011,0.989,Ex
DEER2019,Any,Nrs,CZ08,2015,0.742,Ex
DEER2019,Any,Nrs,CZ08,2017,0.742,Rec
DEER2023,Any,Nrs,CZ08,2020,0.494,Rec
DEER2023,Any,Nrs,CZ08,2023,0.247,New
DEER2019,Any,Nrs,CZ09,1975,15.122,Old
DEER2019,Any,Nrs,CZ09,1985,7.876,Old
DEER2019,Any,Nrs,CZ09,1996,2.653,Old
DEER2019,Any,Nrs,CZ09,2003,2.581,Ex
DEER2019,Any,Nrs,CZ09,2007,1.016,Ex
