ver,pa,bldgtype,bldgloc,bldgvint,wt_vint,era
DEER2019,Any,RFF,CZ10,1996,3.683,Old
DEER2019,Any,RFF,CZ10,2003,3.877,Ex
DEER2019,Any,RFF,CZ10,2007,1.349,Ex
DEER2019,Any,RFF,CZ10,2011,1.349,Ex
DEER2019,Any,RFF,CZ10,2015,1.011,Ex
DEER2019,Any,RFF,CZ10,2017,1.011,Rec
DEER2023,Any,RFF,CZ10,2020,0.676,Rec
DEER2023,Any,RFF,CZ10,2023,0.338,New
DEER2019,Any,RFF,CZ11,1975,0.948,Old
DEER2019,Any,RFF,CZ11,1985,0.254,Old
DEER2019,Any,RFF,CZ11,1996,0.172,Old
DEER2019,Any,RFF,CZ11,2003,0.072,Ex
DEER2019,Any,RFF,CZ11,2007,0.039,Ex
DEER2019,Any,RFF,CZ11,2011,0.039,Ex
DEER2019,Any,RFF,CZ11,2015,0.03,Ex
DEER2019,Any,RFF,CZ11,2017,0.03,Rec
DEER2023,Any,RFF,CZ11,2020,0.02,Rec
DEER2023,Any,RFF,CZ11,2023,0.01,New
DEER2019,Any,RFF,CZ12,1975,3.261,Old
DEER2019,Any,RFF,CZ12,1985,0.857,Old
DEER2019,Any,RFF,CZ12,1996,0.599,Old
DEER2019,Any,RFF,CZ12,2003,0.277,Ex
DEER2019,Any,RFF,CZ12,2007,0.139,Ex
DEER2019,Any,RFF,CZ12,2011,0.139,Ex
DEER2019,Any,RFF,CZ12,2015,0.104,Ex
DEER2019,Any,RFF,CZ12,2017,0.104,Rec
DEER2023,Any,RFF,CZ12,2020,0.07,Rec
DEER2023,Any,RFF,CZ12,2023,0.035,New
DEER2019,Any,RFF,CZ13,1975,2.596,Old
DEER2019,Any,RFF,CZ13,1985,1.132,Old
DEER2019,Any,RFF,CZ13,1996,0.799,Old
DEER2019,Any,RFF,CZ13,2003,0.347,Ex
DEER2019,Any,RFF,CZ13,2007,0.184,Ex
DEER2019,Any,RFF,CZ13,2011,0.184,Ex
DEER2019,Any,RFF,CZ13,2015,0.138,Ex
DEER2019,Any,RFF,CZ13,2017,0.138,Rec
DEER2023,Any,RFF,CZ13,2020,0.092,Rec
DEER2023,Any,RFF,CZ13,2023,0.046,New
DEER2019,Any,RFF,CZ14,1975,0.875,Old
DEER2019,Any,RFF,CZ14,1985,1.321,Old
DEER2019,Any,RFF,CZ14,1996,0.692,Old
DEER2019,Any,RFF,CZ14,2003,0.697,Ex
DEER2019,Any,RFF,CZ14,2007,0.247,Ex
DEER2019,Any,RFF,CZ14,2011,0.247,Ex
DEER2019,Any,RFF,CZ14,2015,0.185,Ex
DEER2019,Any,RFF,CZ14,2017,0.185,Rec
DEER2023,Any,RFF,CZ14,2020,0.126,Rec
DEER2023,Any,RFF,CZ14,2023,0.063,New
DEER2019,Any,RFF,CZ15,1975,0.662,Old
DEER2019,Any,RFF,CZ15,1985,1.236,Old
DEER2019,Any,RFF,CZ15,1996,0.677,Old
DEER2019,Any,RFF,CZ15,2003,0.741,Ex
DEER2019,Any,RFF,CZ15,2007,0.253,Ex
DEER2019,Any,RFF,CZ15,2011,0.253,Ex
DEER2019,Any,RFF,CZ15,2015,0.189,Ex
DEER2019,Any,RFF,CZ15,2017,0.189,Rec
DEER2023,Any,RFF,CZ15,2020,0.126,Rec
DEER2023,Any,RFF,CZ15,2023,0.063,New
DEER2019,Any,RFF,CZ16,1975,0.554,Old
DEER2019,Any,RFF,CZ16,1985,0.542,Old
DEER2019,Any,RFF,CZ16,1996,0.314,Old
DEER2019,Any,RFF,CZ16,2003,0.266,Ex
DEER2019,Any,RFF,CZ16,2007,0.101,Ex
DEER2019,Any,RFF,CZ16,2011,0.101,Ex
DEER2019,Any,RFF,CZ16,2015,0.075,Ex
DEER2019,Any,RFF,CZ16,2017,0.075,Rec
DEER2023,Any,RFF,CZ16,2020,0.052,Rec
DEER2023,Any,RFF,CZ16,2023,0.026,New
DEER2019,Any,RSD,CZ01,1975,0.29,Old
DEER2019,Any,RSD,CZ01,1985,0.042,Old
DEER2019,Any,RSD,CZ01,1996,0.023,Old
DEER2019,Any,RSD,CZ01,2003,0.007,Ex
DEER2019,Any,RSD,CZ01,2007,0.007,Ex
DEER2019,Any,RSD,CZ01,2011,0.007,Ex
DEER2019,Any,RSD,CZ01,2015,0.005,Ex
DEER2019,Any,RSD,CZ01,2017,0.005,Rec
DEER2023,Any,RSD,CZ01,2020,0.004,Rec
DEER2023,Any,RSD,CZ01,2023,0.002,New
DEER2019,Any,RSD,CZ02,1975,1.122,Old
DEER2019,Any,RSD,CZ02,1985,0.277,Old
DEER2019,Any,RSD,CZ02,1996,0.175,Old
DEER2019,Any,RSD,CZ02,2003,0.058,Ex
DEER2019,Any,RSD,CZ02,2007,0.038,Ex
DEER2019,Any,RSD,CZ02,2011,0.038,Ex
DEER2019,Any,RSD,CZ02,2015,0.029,Ex
DEER2019,Any,RSD,CZ02,2017,0.029,Rec
DEER2023,Any,RSD,CZ02,2020,0.02,Rec
DEER2023,Any,RSD,CZ02,2023,0.01,New
DEER2019,Any,RSD,CZ03,1975,5.141,Old
DEER2019,Any,RSD,CZ03,1985,1.244,Old
DEER2019,Any,RSD,CZ03,1996,0.803,Old
DEER2019,Any,RSD,CZ03,2003,0.246,Ex
DEER2019,Any,RSD,CZ03,2007,0.192,Ex
DEER2019,Any,RSD,CZ03,2011,0.192,Ex
DEER2019,Any,RSD,CZ03,2015,0.144,Ex
DEER2019,Any,RSD,CZ03,2017,0.144,Rec
DEER2023,Any,RSD,CZ03,2020,0.096,Rec
DEER2023,Any,RSD,CZ03,2023,0.048,New
DEER2019,Any,RSD,CZ04,1975,2.173,Old
DEER2019,Any,RSD,CZ04,1985,0.596,Old
DEER2019,Any,RSD,CZ04,1996,0.378,Old
DEER2019,Any,RSD,CZ04,2003,0.131,Ex
DEER2019,Any,RSD,CZ04,2007,0.077,Ex
DEER2019,Any,RSD,CZ04,2011,0.077,Ex
DEER2019,Any,RSD,CZ04,2015,0.058,Ex
DEER2019,Any,RSD,CZ04,2017,0.058,Rec
DEER2023,Any,RSD,CZ04,2020,0.038,Rec
DEER2023,Any,RSD,CZ04,2023,0.019,New
DEER2019,Any,RSD,CZ05,1975,0.529,Old
DEER2019,Any,RSD,CZ05,1985,0.213,Old
DEER2019,Any,RSD,CZ05,1996,0.112,Old
DEER2019,Any,RSD,CZ05,2003,0.042,Ex
DEER2019,Any,RSD,CZ05,2007,0.029,Ex
DEER2019,Any,RSD,CZ05,2011,0.029,Ex
DEER2019,Any,RSD,CZ05,2015,0.021,Ex
DEER2019,Any,RSD,CZ05,2017,0.021,Rec
DEER2023,Any,RSD,CZ05,2020,0.016,Rec
DEER2023,Any,RSD,CZ05,2023,0.008,New
DEER2019,Any,RSD,CZ06,1975,7.778,Old
DEER2019,Any,RSD,CZ06,1985,6.96,Old
DEER2019,Any,RSD,CZ06,1996,2.741,Old
DEER2019,Any,RSD,CZ06,2003,1.199,Ex
DEER2019,Any,RSD,CZ06,2007,1.035,Ex
DEER2019,Any,RSD,CZ06,2011,1.035,Ex
DEER2019,Any,RSD,CZ06,2015,0.777,Ex
DEER2019,Any,RSD,CZ06,2017,0.777,Rec
DEER2023,Any,RSD,CZ06,2020,0.516,Rec
DEER2023,Any,RSD,CZ06,2023,0.258,New
DEER2019,Any,RSD,CZ07,1975,2.854,Old
DEER2019,Any,RSD,CZ07,1985,1.125,Old
DEER2019,Any,RSD,CZ07,1996,0.738,Old
DEER2019,Any,RSD,CZ07,2003,0.296,Ex
DEER2019,Any,RSD,CZ07,2007,0.201,Ex
DEER2019,Any,RSD,CZ07,2011,0.201,Ex
DEER2019,Any,RSD,CZ07,2015,0.151,Ex
DEER2019,Any,RSD,CZ07,2017,0.151,Rec
DEER2023,Any,RSD,CZ07,2020,0.1,Rec
DEER2023,Any,RSD,CZ07,2023,0.05,New
DEER2019,Any,RSD,CZ08,1975,9.318,Old
DEER2019,Any,RSD,CZ08,1985,8.221,Old
DEER2019,Any,RSD,CZ08,1996,3.199,Old
DEER2019,Any,RSD,CZ08,2003,1.474,Ex
DEER2019,Any,RSD,CZ08,2007,1.201,Ex
DEER2019,Any,RSD,CZ08,2011,1.201,Ex
DEER2019,Any,RSD,CZ08,2015,0.901,Ex
DEER2019,Any,RSD,CZ08,2017,0.901,Rec
DEER2023,Any,RSD,CZ08,2020,0.6,Rec
DEER2023,Any,RSD,CZ08,2023,0.3,New
DEER2019,Any,RSD,CZ09,1975,8.46,Old
DEER2019,Any,RSD,CZ09,1985,6.684,Old
DEER2019,Any,RSD,CZ09,1996,2.514,Old
DEER2019,Any,RSD,CZ09,2003,1.495,Ex
DEER2019,Any,RSD,CZ09,2007,0.827,Ex
DEER2019,Any,RSD,CZ09,2011,0.827,Ex
DEER2019,Any,RSD,CZ09,2015,0.619,Ex
DEER2019,Any,RSD,CZ09,2017,0.619,Rec
DEER2023,Any,RSD,CZ09,2020,0.414,Rec
DEER2023,Any,RSD,CZ09,2023,0.207,New
DEER2019,Any,RSD,CZ10,1975,4.258,Old
DEER2019,Any,RSD,CZ10,1985,6.662,Old
DEER2019,Any,RSD,CZ10,1996,3.683,Old
DEER2019,Any,RSD,CZ10,2003,3.877,Ex
DEER2019,Any,RSD,CZ10,2007,1.349,Ex
DEER2019,Any,RSD,CZ10,2011,1.349,Ex
DEER2019,Any,RSD,CZ10,2015,1.011,Ex
DEER2019,Any,RSD,CZ10,2017,1.011,Rec
DEER2023,Any,RSD,CZ10,2020,0.676,Rec
DEER2023,Any,RSD,CZ10,2023,0.338,New
DEER2019,Any,RSD,CZ11,1975,0.948,Old
DEER2019,Any,RSD,CZ11,1985,0.254,Old
DEER2019,Any,RSD,CZ11,1996,0.172,Old
DEER2019,Any,RSD,CZ11,2003,0.072,Ex
DEER2019,Any,RSD,CZ11,2007,0.039,Ex
DEER2019,Any,RSD,CZ11,2011,0.039,Ex
DEER2019,Any,RSD,CZ11,2015,0.03,Ex
DEER2019,Any,RSD,CZ11,2017,0.03,Rec
DEER2023,Any,RSD,CZ11,2020,0.02,Rec
DEER2023,Any,RSD,CZ11,2023,0.01,New
DEER2019,Any,RSD,CZ12,1975,3.261,Old
DEER2019,Any,RSD,CZ12,1985,0.857,Old
DEER2019,Any,RSD,CZ12,1996,0.599,Old
DEER2019,Any,RSD,CZ12,2003,0.277,Ex
DEER2019,Any,RSD,CZ12,2007,0.139,Ex
DEER2019,Any,RSD,CZ12,2011,0.139,Ex
DEER2019,Any,RSD,CZ12,2015,0.104,Ex
DEER2019,Any,RSD,CZ12,2017,0.104,Rec
DEER2023,Any,RSD,CZ12,2020,0.07,Rec
DEER2023,Any,RSD,CZ12,2023,0.035,New
DEER2019,Any,RSD,CZ13,1975,2.596,Old
DEER2019,Any,RSD,CZ13,1985,1.132,Old
DEER2019,Any,RSD,CZ13,1996,0.799,Old
DEER2019,Any,RSD,CZ13,2003,0.347,Ex
DEER2019,Any,RSD,CZ13,2007,0.184,Ex
DEER2019,Any,RSD,CZ13,2011,0.184,Ex
DEER2019,Any,RSD,CZ13,2015,0.138,Ex
DEER2019,Any,RSD,CZ13,2017,0.138,Rec
DEER2023,Any,RSD,CZ13,2020,0.092,Rec
DEER2023,Any,RSD,CZ13,2023,0.046,New
DEER2019,Any,RSD,CZ14,1975,0.875,Old
DEER2019,Any,RSD,CZ14,1985,1.321,Old
DEER2019,Any,RSD,CZ14,1996,0.692,Old
DEER2019,Any,RSD,CZ14,2003,0.697,Ex
DEER2019,Any,RSD,CZ14,2007,0.247,Ex
DEER2019,Any,RSD,CZ14,2011,0.247,Ex
DEER2019,Any,RSD,CZ14,2015,0.185,Ex
DEER2019,Any,RSD,CZ14,2017,0.185,Rec
DEER2023,Any,RSD,CZ14,2020,0.126,Rec
DEER2023,Any,RSD,CZ14,2023,0.063,New
DEER2019,Any,RSD,CZ15,1975,0.662,Old
DEER2019,Any,RSD,CZ15,1985,1.236,Old
DEER2019,Any,RSD,CZ15,1996,0.677,Old
DEER2019,Any,RSD,CZ15,2003,0.741,Ex
DEER2019,Any,RSD,CZ15,2007,0.253,Ex
DEER2019,Any,RSD,CZ15,2011,0.253,Ex
DEER2019,Any,RSD,CZ15,2015,0.189,Ex
DEER2019,Any,RSD,CZ15,2017,0.189,Rec
DEER2023,Any,RSD,CZ15,2020,0.126,Rec
DEER2023,Any,RSD,CZ15,2023,0.063,New
DEER2019,Any,RSD,CZ16,1975,0.554,Old
DEER2019,Any,RSD,CZ16,1985,0.542,Old
DEER2019,Any,RSD,CZ16,1996,0.314,Old
DEER2019,Any,RSD,CZ16,2003,0.266,Ex
DEER2019,Any,RSD,CZ16,2007,0.101,Ex
DEER2019,Any,RSD,CZ16,2011,0.101,Ex
DEER2019,Any,RSD,CZ16,2015,0.075,Ex
DEER2019,Any,RSD,CZ16,2017,0.075,Rec
DEER2023,Any,RSD,CZ16,2020,0.052,Rec
DEER2023,Any,RSD,CZ16,2023,0.026,New
DEER2019,Any,Rt3,CZ01,1975,0.591,Old
DEER2019,Any,Rt3,CZ01,1985,0.397,Old
DEER2019,Any,Rt3,CZ01,1996,0.148,Old
DEER2019,Any,Rt3,CZ01,2003,0.066,Ex
DEER2019,Any,Rt3,CZ01,2007,0.04,Ex
DEER2019,Any,Rt3,CZ01,2011,0.04,Ex
DEER2019,Any,Rt3,CZ01,2015,0.03,Ex
DEER2019,Any,Rt3,CZ01,2017,0.03,Rec
DEER2023,Any,Rt3,CZ01,2020,0.02,Rec
DEER2023,Any,Rt3,CZ01,2023,0.01,New
DEER2019,Any,Rt3,CZ02,1975,4.226,Old
DEER2019,Any,Rt3,CZ02,1985,2.089,Old
DEER2019,Any,Rt3,CZ02,1996,1.222,Old
DEER2019,Any,Rt3,CZ02,2003,0.5,Ex
DEER2019,Any,Rt3,CZ02,2007,0.285,Ex
DEER2019,Any,Rt3,CZ02,2011,0.285,Ex
DEER2019,Any,Rt3,CZ02,2015,0.214,Ex
DEER2019,Any,Rt3,CZ02,2017,0.214,Rec
DEER2023,Any,Rt3,CZ02,2020,0.142,Rec
DEER2023,Any,Rt3,CZ02,2023,0.071,New
DEER2019,Any,Rt3,CZ03,1975,22.644,Old
DEER2019,Any,Rt3,CZ03,1985,8.299,Old
DEER2019,Any,Rt3,CZ03,1996,4.758,Old
DEER2019,Any,Rt3,CZ03,2003,1.903,Ex
DEER2019,Any,Rt3,CZ03,2007,1.22,Ex
DEER2019,Any,Rt3,CZ03,2011,1.22,Ex
DEER2019,Any,Rt3,CZ03,2015,0.915,Ex
DEER2019,Any,Rt3,CZ03,2017,0.915,Rec
DEER2023,Any,Rt3,CZ03,2020,0.61,Rec
DEER2023,Any,Rt3,CZ03,2023,0.305,New
DEER2019,Any,Rt3,CZ04,1975,8.189,Old
DEER2019,Any,Rt3,CZ04,1985,4.354,Old
DEER2019,Any,Rt3,CZ04,1996,2.678,Old
DEER2019,Any,Rt3,CZ04,2003,1.094,Ex
DEER2019,Any,Rt3,CZ04,2007,0.601,Ex
DEER2019,Any,Rt3,CZ04,2011,0.601,Ex
DEER2019,Any,Rt3,CZ04,2015,0.451,Ex
DEER2019,Any,Rt3,CZ04,2017,0.451,Rec
DEER2023,Any,Rt3,CZ04,2020,0.3,Rec
DEER2023,Any,Rt3,CZ04,2023,0.15,New
DEER2019,Any,Rt3,CZ05,1975,1.912,Old
DEER2019,Any,Rt3,CZ05,1985,1.151,Old
DEER2019,Any,Rt3,CZ05,1996,0.668,Old
DEER2019,Any,Rt3,CZ05,2003,0.278,Ex
DEER2019,Any,Rt3,CZ05,2007,0.162,Ex
DEER2019,Any,Rt3,CZ05,2011,0.162,Ex
DEER2019,Any,Rt3,CZ05,2015,0.122,Ex
DEER2019,Any,Rt3,CZ05,2017,0.122,Rec
DEER2023,Any,Rt3,CZ05,2020,0.08,Rec
DEER2023,Any,Rt3,CZ05,2023,0.04,New
DEER2019,Any,Rt3,CZ06,1975,30.359,Old
DEER2019,Any,Rt3,CZ06,1985,23.6,Old
DEER2019,Any,Rt3,CZ06,1996,11.995,Old
DEER2019,Any,Rt3,CZ06,2003,5.344,Ex
DEER2019,Any,Rt3,CZ06,2007,3.446,Ex
DEER2019,Any,Rt3,CZ06,2011,3.446,Ex
DEER2019,Any,Rt3,CZ06,2015,2.584,Ex
DEER2019,Any,Rt3,CZ06,2017,2.584,Rec
DEER2023,Any,Rt3,CZ06,2020,1.722,Rec
DEER2023,Any,Rt3,CZ06,2023,0.861,New
DEER2019,Any,Rt3,CZ07,1975,6.4,Old
DEER2019,Any,Rt3,CZ07,1985,8.036,Old
DEER2019,Any,Rt3,CZ07,1996,4.075,Old
DEER2019,Any,Rt3,CZ07,2003,1.957,Ex
DEER2019,Any,Rt3,CZ07,2007,1.122,Ex
DEER2019,Any,Rt3,CZ07,2011,1.122,Ex
DEER2019,Any,Rt3,CZ07,2015,0.841,Ex
DEER2019,Any,Rt3,CZ07,2017,0.841,Rec
DEER2023,Any,Rt3,CZ07,2020,0.562,Rec
DEER2023,Any,Rt3,CZ07,2023,0.281,New
DEER2019,Any,Rt3,CZ08,1975,35.823,Old
DEER2019,Any,Rt3,CZ08,1985,28.036,Old
DEER2019,Any,Rt3,CZ08,1996,14.163,Old
DEER2019,Any,Rt3,CZ08,2003,6.476,Ex
DEER2019,Any,Rt3,CZ08,2007,4.128,Ex
DEER2019,Any,Rt3,CZ08,2011,4.128,Ex
DEER2019,Any,Rt3,CZ08,2015,3.096,Ex
DEER2019,Any,Rt3,CZ08,2017,3.096,Rec
DEER2023,Any,Rt3,CZ08,2020,2.064,Rec
DEER2023,Any,Rt3,CZ08,2023,1.032,New
DEER2019,Any,Rt3,CZ09,1975,28.11,Old
DEER2019,Any,Rt3,CZ09,1985,21.926,Old
DEER2019,Any,Rt3,CZ09,1996,11.159,Old
DEER2019,Any,Rt3,CZ09,2003,5.625,Ex
DEER2019,Any,Rt3,CZ09,2007,3.381,Ex
DEER2019,Any,Rt3,CZ09,2011,3.381,Ex
DEER2019,Any,Rt3,CZ09,2015,2.536,Ex
DEER2019,Any,Rt3,CZ09,2017,2.536,Rec
DEER2023,Any,Rt3,CZ09,2020,1.69,Rec
DEER2023,Any,Rt3,CZ09,2023,0.845,New
DEER2019,Any,Rt3,CZ10,1975,12.807,Old
DEER2019,Any,Rt3,CZ10,1985,26.527,Old
DEER2019,Any,Rt3,CZ10,1996,13.442,Old
DEER2019,Any,Rt3,CZ10,2003,11.101,Ex
DEER2019,Any,Rt3,CZ10,2007,5.974,Ex
DEER2019,Any,Rt3,CZ10,2011,5.974,Ex
DEER2019,Any,Rt3,CZ10,2015,4.479,Ex
DEER2019,Any,Rt3,CZ10,2017,4.479,Rec
DEER2023,Any,Rt3,CZ10,2020,2.986,Rec
DEER2023,Any,Rt3,CZ10,2023,1.493,New
DEER2019,Any,Rt3,CZ11,1975,2.568,Old
DEER2019,Any,Rt3,CZ11,1985,2.058,Old
DEER2019,Any,Rt3,CZ11,1996,1.098,Old
DEER2019,Any,Rt3,CZ11,2003,0.58,Ex
DEER2019,Any,Rt3,CZ11,2007,0.325,Ex
DEER2019,Any,Rt3,CZ11,2011,0.325,Ex
DEER2019,Any,Rt3,CZ11,2015,0.244,Ex
DEER2019,Any,Rt3,CZ11,2017,0.244,Rec
DEER2023,Any,Rt3,CZ11,2020,0.162,Rec
DEER2023,Any,Rt3,CZ11,2023,0.081,New
DEER2019,Any,Rt3,CZ12,1975,11.684,Old
DEER2019,Any,Rt3,CZ12,1985,7.36,Old
DEER2019,Any,Rt3,CZ12,1996,5.008,Old
DEER2019,Any,Rt3,CZ12,2003,2.704,Ex
DEER2019,Any,Rt3,CZ12,2007,1.236,Ex
DEER2019,Any,Rt3,CZ12,2011,1.236,Ex
DEER2019,Any,Rt3,CZ12,2015,0.927,Ex
DEER2019,Any,Rt3,CZ12,2017,0.927,Rec
DEER2023,Any,Rt3,CZ12,2020,0.618,Rec
DEER2023,Any,Rt3,CZ12,2023,0.309,New
DEER2019,Any,Rt3,CZ13,1975,9.345,Old
DEER2019,Any,Rt3,CZ13,1985,7.417,Old
DEER2019,Any,Rt3,CZ13,1996,4.459,Old
DEER2019,Any,Rt3,CZ13,2003,2.304,Ex
DEER2019,Any,Rt3,CZ13,2007,1.464,Ex
DEER2019,Any,Rt3,CZ13,2011,1.464,Ex
DEER2019,Any,Rt3,CZ13,2015,1.097,Ex
DEER2019,Any,Rt3,CZ13,2017,1.097,Rec
DEER2023,Any,Rt3,CZ13,2020,0.73,Rec
DEER2023,Any,Rt3,CZ13,2023,0.365,New
DEER2019,Any,Rt3,CZ14,1975,2.919,Old
DEER2019,Any,Rt3,CZ14,1985,4.175,Old
DEER2019,Any,Rt3,CZ14,1996,2.1,Old
DEER2019,Any,Rt3,CZ14,2003,1.587,Ex
DEER2019,Any,Rt3,CZ14,2007,0.866,Ex
DEER2019,Any,Rt3,CZ14,2011,0.866,Ex
DEER2019,Any,Rt3,CZ14,2015,0.649,Ex
DEER2019,Any,Rt3,CZ14,2017,0.649,Rec
DEER2023,Any,Rt3,CZ14,2020,0.434,Rec
DEER2023,Any,Rt3,CZ14,2023,0.217,New
DEER2019,Any,Rt3,CZ15,1975,1.459,Old
DEER2019,Any,Rt3,CZ15,1985,3.29,Old
DEER2019,Any,Rt3,CZ15,1996,1.668,Old
DEER2019,Any,Rt3,CZ15,2003,1.449,Ex
DEER2019,Any,Rt3,CZ15,2007,0.777,Ex
DEER2019,Any,Rt3,CZ15,2011,0.777,Ex
DEER2019,Any,Rt3,CZ15,2015,0.583,Ex
DEER2019,Any,Rt3,CZ15,2017,0.583,Rec
DEER2023,Any,Rt3,CZ15,2020,0.39,Rec
DEER2023,Any,Rt3,CZ15,2023,0.195,New
DEER2019,Any,Rt3,CZ16,1975,0.838,Old
DEER2019,Any,Rt3,CZ16,1985,0.87,Old
DEER2019,Any,Rt3,CZ16,1996,0.522,Old
DEER2019,Any,Rt3,CZ16,2003,0.345,Ex
DEER2019,Any,Rt3,CZ16,2007,0.201,Ex
DEER2019,Any,Rt3,CZ16,2011,0.201,Ex
DEER2019,Any,Rt3,CZ16,2015,0.152,Ex
DEER2019,Any,Rt3,CZ16,2017,0.152,Rec
DEER2023,Any,Rt3,CZ16,2020,0.1,Rec
DEER2023,Any,Rt3,CZ16,2023,0.05,New
DEER2019,Any,RtL,CZ01,1975,0.591,Old
DEER2019,Any,RtL,CZ01,1985,0.397,Old
DEER2019,Any,RtL,CZ01,1996,0.148,Old
DEER2019,Any,RtL,CZ01,2003,0.066,Ex
DEER2019,Any,RtL,CZ01,2007,0.04,Ex
DEER2019,Any,RtL,CZ01,2011,0.04,Ex
DEER2019,Any,RtL,CZ01,2015,0.03,Ex
DEER2019,Any,RtL,CZ01,2017,0.03,Rec
DEER2023,Any,RtL,CZ01,2020,0.02,Rec
DEER2023,Any,RtL,CZ01,2023,0.01,New
DEER2019,Any,RtL,CZ02,1975,4.226,Old
DEER2019,Any,RtL,CZ02,1985,2.089,Old
DEER2019,Any,RtL,CZ02,1996,1.222,Old
DEER2019,Any,RtL,CZ02,2003,0.5,Ex
DEER2019,Any,RtL,CZ02,2007,0.285,Ex
DEER2019,Any,RtL,CZ02,2011,0.285,Ex
DEER2019,Any,RtL,CZ02,2015,0.214,Ex
DEER2019,Any,RtL,CZ02,2017,0.214,Rec
DEER2023,Any,RtL,CZ02,2020,0.142,Rec
DEER2023,Any,RtL,CZ02,2023,0.071,New
DEER2019,Any,RtL,CZ03,1975,22.644,Old
DEER2019,Any,RtL,CZ03,1985,8.299,Old
DEER2019,Any,RtL,CZ03,1996,4.758,Old
DEER2019,Any,RtL,CZ03,2003,1.903,Ex
DEER2019,Any,RtL,CZ03,2007,1.22,Ex
DEER2019,Any,RtL,CZ03,2011,1.22,Ex
DEER2019,Any,RtL,CZ03,2015,0.915,Ex
DEER2019,Any,RtL,CZ03,2017,0.915,Rec
DEER2023,Any,RtL,CZ03,2020,0.61,Rec
DEER2023,Any,RtL,CZ03,2023,0.305,New
DEER2019,Any,RtL,CZ04,1975,8.189,Old
DEER2019,Any,RtL,CZ04,1985,4.354,Old
DEER2019,Any,RtL,CZ04,1996,2.678,Old
DEER2019,Any,RtL,CZ04,2003,1.094,Ex
DEER2019,Any,RtL,CZ04,2007,0.601,Ex
DEER2019,Any,RtL,CZ04,2011,0.601,Ex
DEER2019,Any,RtL,CZ04,2015,0.451,Ex
DEER2019,Any,RtL,CZ04,2017,0.451,Rec
DEER2023,Any,RtL,CZ04,2020,0.3,Rec
DEER2023,Any,RtL,CZ04,2023,0.15,New
DEER2019,Any,RtL,CZ05,1975,1.912,Old
DEER2019,Any,RtL,CZ05,1985,1.151,Old
DEER2019,Any,RtL,CZ05,1996,0.668,Old
DEER2019,Any,RtL,CZ05,2003,0.278,Ex
DEER2019,Any,RtL,CZ05,2007,0.162,Ex
DEER2019,Any,RtL,CZ05,2011,0.162,Ex
DEER2019,Any,RtL,CZ05,2015,0.122,Ex
DEER2019,Any,RtL,CZ05,2017,0.122,Rec
DEER2023,Any,RtL,CZ05,2020,0.08,Rec
DEER2023,Any,RtL,CZ05,2023,0.04,New
DEER2019,Any,RtL,CZ06,1975,30.359,Old
DEER2019,Any,RtL,CZ06,1985,23.6,Old
DEER2019,Any,RtL,CZ06,1996,11.995,Old
DEER2019,Any,RtL,CZ06,2003,5.344,Ex
DEER2019,Any,RtL,CZ06,2007,3.446,Ex
DEER2019,Any,RtL,CZ06,2011,3.446,Ex
DEER2019,Any,RtL,CZ06,2015,2.584,Ex
DEER2019,Any,RtL,CZ06,2017,2.584,Rec
DEER2023,Any,RtL,CZ06,2020,1.722,Rec
DEER2023,Any,RtL,CZ06,2023,0.861,New
DEER2019,Any,RtL,CZ07,1975,6.4,Old
DEER2019,Any,RtL,CZ07,1985,8.036,Old
DEER2019,Any,RtL,CZ07,1996,4.075,Old
DEER2019,Any,RtL,CZ07,2003,1.957,Ex
DEER2019,Any,RtL,CZ07,2007,1.122,Ex
DEER2019,Any,RtL,CZ07,2011,1.122,Ex
DEER2019,Any,RtL,CZ07,2015,0.841,Ex
DEER2019,Any,RtL,CZ07,2017,0.841,Rec
DEER2023,Any,RtL,CZ07,2020,0.562,Rec
DEER2023,Any,RtL,CZ07,2023,0.281,New
DEER2019,Any,RtL,CZ08,1975,35.823,Old
DEER2019,Any,RtL,CZ08,1985,28.036,Old
DEER2019,Any,RtL,CZ08,1996,14.163,Old
DEER2019,Any,RtL,CZ08,2003,6.476,Ex
DEER2019,Any,RtL,CZ08,2007,4.128,Ex
DEER2019,Any,RtL,CZ08,2011,4.128,Ex
DEER2019,Any,RtL,CZ08,2015,3.096,Ex
DEER2019,Any,RtL,CZ08,2017,3.096,Rec
DEER2023,Any,RtL,CZ08,2020,2.064,Rec
DEER2023,Any,RtL,CZ08,2023,1.032,New
DEER2019,Any,RtL,CZ09,1975,28.11,Old
DEER2019,Any,RtL,CZ09,1985,21.926,Old
DEER2019,Any,RtL,CZ09,1996,11.159,Old
DEER2019,Any,RtL,CZ09,2003,5.625,Ex
DEER2019,Any,RtL,CZ09,2007,3.381,Ex
DEER2019,Any,RtL,CZ09,2011,3.381,Ex
DEER2019,Any,RtL,CZ09,2015,2.536,Ex
DEER2019,Any,RtL,CZ09,2017,2.536,Rec
DEER2023,Any,RtL,CZ09,2020,1.69,Rec
DEER2023,Any,RtL,CZ09,2023,0.845,New
DEER2019,Any,RtL,CZ10,1975,12.807,Old
DEER2019,Any,RtL,CZ10,1985,26.527,Old
DEER2019,Any,RtL,CZ10,1996,13.442,Old
DEER2019,Any,RtL,CZ10,2003,11.101,Ex
DEER2019,Any,RtL,CZ10,2007,5.974,Ex
DEER2019,Any,RtL,CZ10,2011,5.974,Ex
