File Name,BldgLoc,BldgType,Story,BldgHVAC,BldgVint,TechGroup,TechType,TechID,Cooling Capacity (W),Heating Capacity (W),Value/Program Version and Build (),Value/Weather File (),Area/Conditioned Total (m2),Electricity Intensity/HVAC (kWh/m2),Natural Gas Intensity/HVAC (kWh/m2),Electricity/Heating (kWh),Electricity/Cooling (kWh),Electricity/Interior Lighting (kWh),Electricity/Exterior Lighting (kWh),Electricity/Interior Equipment (kWh),Electricity/Exterior Equipment (kWh),Electricity/Fans (kWh),Electricity/Pumps (kWh),Electricity/Heat Rejection (kWh),Electricity/Humidification (kWh),Electricity/Heat Recovery (kWh),Electricity/Water Systems (kWh),Electricity/Refrigeration (kWh),Electricity/Generators (kWh),Natural Gas/Heating (kWh),Natural Gas/Cooling (kWh),Natural Gas/Interior Lighting (kWh),Natural Gas/Exterior Lighting (kWh),Natural Gas/Interior Equipment (kWh),Natural Gas/Exterior Equipment (kWh),Natural Gas/Fans (kWh),Natural Gas/Pumps (kWh),Natural Gas/Heat Rejection (kWh),Natural Gas/Humidification (kWh),Natural Gas/Heat Recovery (kWh),Natural Gas/Water Systems (kWh),Natural Gas/Refrigeration (kWh),Natural Gas/Generators (kWh),Electricity:Facility [J](Hourly),Environment:Site Outdoor Air Drybulb Temperature [C](Hourly)
CZ15/RtS&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-9.41-Std/instance-out.sql,CZ15,RtS,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-9.41-Std,114935.66,46987.93,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,743.35,125.69,11.19,0.0,45922.3,23259.39,0.0,24449.53,0.0,47506.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7780.42,0.0,0.0,131473727.5148372,41.99791666666667
CZ15/RtS&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-9.5-Std/instance-out.sql,CZ15,RtS,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-9.5-Std,114935.66,46987.93,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,743.35,125.11,11.19,0.0,45494.53,23259.39,0.0,24449.53,0.0,47506.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7780.42,0.0,0.0,130775379.61274844,41.99791666666667
CZ15/RtS&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-10.70-Std/instance-out.sql,CZ15,RtS,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-10.70-Std,114935.66,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,743.35,69.05,10.47,550.99,34611.75,23259.39,0.0,24449.53,0.0,16168.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7780.42,0.0,0.0,95689580.7132922,41.99791666666667
CZ15/RtS&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-10.15-Msr/instance-out.sql,CZ15,RtS,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-10.15-Msr,114935.66,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,743.35,71.63,10.47,550.99,36523.45,23259.39,0.0,24449.53,0.0,16168.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7780.42,0.0,0.0,98950816.39007428,41.99791666666667
CZ15/RtS&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-11.17-Msr/instance-out.sql,CZ15,RtS,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-11.17-Msr,114935.66,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,743.35,67.18,10.47,529.31,33238.27,23259.39,0.0,24449.53,0.0,16168.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7780.42,0.0,0.0,93346504.12011546,41.99791666666667
CZ15/RtS&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-11.40-Msr/instance-out.sql,CZ15,RtS,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-11.40-Msr,114935.66,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,743.35,66.09,10.47,493.52,32465.29,23259.39,0.0,24449.53,0.0,16168.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7780.42,0.0,0.0,92027842.4095369,41.99791666666667
CZ15/RtS&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-11.9-Std/instance-out.sql,CZ15,RtS,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-11.9-Std,114935.66,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,743.35,64.39,10.47,516.81,31176.34,23259.39,0.0,24449.53,0.0,16168.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7780.42,0.0,0.0,89828982.18743074,41.99791666666667
CZ15/RtS&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-12.84-Msr/instance-out.sql,CZ15,RtS,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-12.84-Msr,114935.66,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,743.35,61.22,10.47,459.9,28882.91,23259.39,0.0,24449.53,0.0,16168.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7780.42,0.0,0.0,85916527.44740736,41.99791666666667
CZ15/RtS&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-14.28-Msr/instance-out.sql,CZ15,RtS,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-14.28-Msr,114935.66,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,743.35,57.33,10.47,431.69,26012.56,23259.39,0.0,24449.53,0.0,16168.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7780.42,0.0,0.0,81019883.7820986,41.99791666666667
CZ15/RtS&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-7.61-Std/instance-out.sql,CZ15,RtS,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-7.61-Std,114935.66,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,743.35,88.18,10.47,685.29,48697.93,23259.39,0.0,24449.53,0.0,16168.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7780.42,0.0,0.0,119719738.33168636,41.99791666666667
CZ15/RtS&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-8.46-Std/instance-out.sql,CZ15,RtS,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-8.46-Std,114935.66,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,743.35,81.53,10.47,659.31,43777.23,23259.39,0.0,24449.53,0.0,16168.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7780.42,0.0,0.0,111325330.8570278,41.99791666666667
CZ15/RtS&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-9.13-Msr/instance-out.sql,CZ15,RtS,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-9.13-Msr,114935.66,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,743.35,77.04,10.47,572.67,40529.24,23259.39,0.0,24449.53,0.0,16168.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7780.42,0.0,0.0,105784461.67408855,41.99791666666667
CZ15/RtS&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-9.31-Std/instance-out.sql,CZ15,RtS,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-9.31-Std,114935.66,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,743.35,76.26,10.47,632.94,39885.92,23259.39,0.0,24449.53,0.0,16168.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7780.42,0.0,0.0,104686994.83109093,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-10.27-Msr/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-10.27-Msr,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/RtS&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-9.5-Std/instance-out.sql,CZ15,RtS,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-9.5-Std,114935.66,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,743.35,75.04,10.47,590.09,39018.84,23259.39,0.0,24449.53,0.0,16168.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7780.42,0.0,0.0,103207800.39052892,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-10.70-Std/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-10.70-Std,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-11.29-Msr/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-11.29-Msr,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-11.40-Msr/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-11.40-Msr,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:57",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-11.9-Std/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-11.9-Std,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-14.28-Msr/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-14.28-Msr,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:57",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-12.84-Msr/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-12.84-Msr,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:57",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-7.71-Std/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-7.71-Std,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-8.56-Std/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-8.56-Std,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-9.25-Msr/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-9.25-Msr,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-9.41-Std/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-9.41-Std,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxAC_equip-pkgTerm-EER-9.5-Std/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxAC_equip-pkgTerm-EER-9.5-Std,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-10.15-Msr/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-10.15-Msr,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:57",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-10.70-Std/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-10.70-Std,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-11.17-Msr/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-11.17-Msr,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:57",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-11.40-Msr/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-11.40-Msr,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:57",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-11.9-Std/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-11.9-Std,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-12.84-Msr/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-12.84-Msr,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:57",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-14.28-Msr/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-14.28-Msr,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:57",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-7.61-Std/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-7.61-Std,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-8.46-Std/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-8.46-Std,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-9.13-Msr/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-9.13-Msr,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:57",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
CZ15/WRf&0&cDXHP&New&dxHP_equip__pkgTerm/NE-dxHP_equip-pkgTerm-EER-9.31-Std/instance-out.sql,CZ15,WRf,0,cDXHP,New,dxHP_equip,pkgTerm,NE-dxHP_equip-pkgTerm-EER-9.31-Std,,,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.16 17:56",CA_EL-CENTRO-NAF - USA Custom-722810 WMO#=722810,46450.63,0.02,1.28,0.0,0.0,571539.04,0.0,224533.19,0.0,1100.74,0.0,0.0,0.0,0.0,0.0,6132664.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518.34,0.0,0.0,4464304518.597757,41.99791666666667
